lambda (nm),n,alpha (deg),f,TE
1700,1,32,0.36,0.561596455
1700,1,32,0.38,0.554066831
1700,1,32,0.4,0.546243593
1700,1,32,0.42,0.53855903
1700,1,32,0.44,0.531209692
1700,1,32,0.46,0.524206808
1700,1,32,0.48,0.517369647
1700,1,32,0.5,0.510467357
1700,1,34,0.3,0.671772518
1700,1,34,0.32,0.669662833
1700,1,34,0.34,0.663572552
1700,1,34,0.36,0.654903746
1700,1,34,0.38,0.644759811
1700,1,34,0.4,0.633947847
1700,1,34,0.42,0.622989548
1700,1,34,0.44,0.612137069
1700,1,34,0.46,0.601410084
1700,1,34,0.48,0.590611968
1700,1,34,0.5,0.57951056
1700,1,36,0.3,0.751031262
1700,1,36,0.32,0.748221055
1700,1,36,0.34,0.740747273
1700,1,36,0.36,0.730142012
1700,1,36,0.38,0.717615714
1700,1,36,0.4,0.704058147
1700,1,36,0.42,0.690070932
1700,1,36,0.44,0.675961913
1700,1,36,0.46,0.66177422
1700,1,36,0.48,0.647321105
1700,1,36,0.5,0.632392616
1700,1,38,0.3,0.80885737
1700,1,38,0.32,0.805465201
1700,1,38,0.34,0.796916313
1700,1,38,0.36,0.784827447
1700,1,38,0.38,0.770475202
1700,1,38,0.4,0.754799113
1700,1,38,0.42,0.738459492
1700,1,38,0.44,0.721807178
1700,1,38,0.46,0.704909899
1700,1,38,0.48,0.687598781
1700,1,38,0.5,0.669690434
1700,1,40,0.3,0.844118996
1700,1,40,0.32,0.840389096
1700,1,40,0.34,0.831243467
1700,1,40,0.36,0.818334823
1700,1,40,0.38,0.802960478
1700,1,40,0.4,0.7860705
1700,1,40,0.42,0.768350661
1700,1,40,0.44,0.750171032
1700,1,40,0.46,0.731611809
1700,1,40,0.48,0.712516276
1700,1,40,0.5,0.692721407
1700,1,42,0.3,0.857196003
1700,1,42,0.32,0.853437319
1700,1,42,0.34,0.844252832
1700,1,42,0.36,0.831282526
1700,1,42,0.38,0.815798487
1700,1,42,0.4,0.798719841
1700,1,42,0.42,0.780718468
1700,1,42,0.44,0.762154467
1700,1,42,0.46,0.743100267
1700,1,42,0.48,0.723397851
1700,1,42,0.5,0.702893518
1700,1,44,0.3,0.84958765
1700,1,44,0.32,0.846088348
1700,1,44,0.34,0.83738989
1700,1,44,0.36,0.825076856
1700,1,44,0.38,0.810356125
1700,1,44,0.4,0.794079118
1700,1,44,0.42,0.776865946
1700,1,44,0.44,0.759037913
1700,1,44,0.46,0.740637034
1700,1,44,0.48,0.72148731
1700,1,44,0.5,0.701430898
1700,1,46,0.3,0.823600057
1700,1,46,0.32,0.820553785
1700,1,46,0.34,0.812737028
1700,1,46,0.36,0.801647911
1700,1,46,0.38,0.788399929
1700,1,46,0.4,0.773751284
1700,1,46,0.42,0.758240913
1700,1,46,0.44,0.742128056
1700,1,46,0.46,0.725404537
1700,1,46,0.48,0.707860119
1700,1,46,0.5,0.68931818
1700,1,48,0.3,0.782106074
1700,1,48,0.32,0.779573696
1700,1,48,0.34,0.772849073
1700,1,48,0.36,0.763327138
1700,1,48,0.38,0.752014835
1700,1,48,0.4,0.739566915
1700,1,48,0.42,0.72642545
1700,1,48,0.44,0.712774362
1700,1,48,0.46,0.698543321
1700,1,48,0.48,0.683475925
1700,1,48,0.5,0.667362996
1700,1,50,0.3,0.728340088
1700,1,50,0.32,0.726255296
1700,1,50,0.34,0.720641627
1700,1,50,0.36,0.712787395
1700,1,50,0.38,0.703594456
1700,1,50,0.4,0.693619522
1700,1,50,0.42,0.683208268
1700,1,50,0.44,0.672469267
1700,1,50,0.46,0.66126985
1700,1,50,0.48,0.649304191
1700,1,50,0.5,0.636321276
1700,1.1,30,0.3,0.51232933
1700,1.1,30,0.32,0.510931552
1700,1.1,30,0.34,0.507648478
1700,1.1,30,0.36,0.503589502
1700,1.1,30,0.38,0.499567499
1700,1.1,30,0.4,0.496119297
1700,1.1,30,0.42,0.493553347
1700,1.1,30,0.44,0.49193459
1700,1.1,30,0.46,0.491174031
1700,1.1,30,0.48,0.490990157
1700,1.1,30,0.5,0.491001768
1700,1.1,32,0.3,0.622396211
1700,1.1,32,0.32,0.620194265
1700,1.1,32,0.34,0.615386992
1700,1.1,32,0.36,0.609289506
1700,1.1,32,0.38,0.602877492
1700,1.1,32,0.4,0.596802378
1700,1.1,32,0.42,0.591431981
1700,1.1,32,0.44,0.586835757
1700,1.1,32,0.46,0.58286661
1700,1.1,32,0.48,0.579148963
1700,1.1,32,0.5,0.575215865
1700,1.1,34,0.3,0.717908918
1700,1.1,34,0.32,0.714899553
1700,1.1,34,0.34,0.708596433
1700,1.1,34,0.36,0.700470074
1700,1.1,34,0.38,0.691618246
1700,1.1,34,0.4,0.682776374
1700,1.1,34,0.42,0.674367725
1700,1.1,34,0.44,0.666479418
1700,1.1,34,0.46,0.658938551
1700,1.1,34,0.48,0.651329533
1700,1.1,34,0.5,0.643165158
1700,1.1,36,0.3,0.794358407
1700,1.1,36,0.32,0.790583956
1700,1.1,36,0.34,0.782930416
1700,1.1,36,0.36,0.772980837
1700,1.1,36,0.38,0.761920174
1700,1.1,36,0.4,0.750544252
1700,1.1,36,0.42,0.739327524
1700,1.1,36,0.44,0.728383396
1700,1.1,36,0.46,0.717538236
1700,1.1,36,0.48,0.706372144
1700,1.1,36,0.5,0.694411053
1700,1.1,38,0.3,0.849232657
1700,1.1,38,0.32,0.844851289
1700,1.1,38,0.34,0.836176761
1700,1.1,38,0.36,0.824861438
1700,1.1,38,0.38,0.812139907
1700,1.1,38,0.4,0.798840576
1700,1.1,38,0.42,0.78547319
1700,1.1,38,0.44,0.772172027
1700,1.1,38,0.46,0.758770439
1700,1.1,38,0.48,0.744856855
1700,1.1,38,0.5,0.729978932
1700,1.1,40,0.3,0.881738672
1700,1.1,40,0.32,0.877023065
1700,1.1,40,0.34,0.867815216
1700,1.1,40,0.36,0.855790683
1700,1.1,40,0.38,0.842191761
1700,1.1,40,0.4,0.827844928
1700,1.1,40,0.42,0.813267477
1700,1.1,40,0.44,0.798596986
1700,1.1,40,0.46,0.783666303
1700,1.1,40,0.48,0.768068532
1700,1.1,40,0.5,0.751368248
1700,1.1,42,0.3,0.892443719
1700,1.1,42,0.32,0.88771909
1700,1.1,42,0.34,0.8785331
1700,1.1,42,0.36,0.866538625
1700,1.1,42,0.38,0.852943344
1700,1.1,42,0.4,0.83853479
1700,1.1,42,0.42,0.823804023
1700,1.1,42,0.44,0.808868058
1700,1.1,42,0.46,0.793542695
1700,1.1,42,0.48,0.777413091
1700,1.1,42,0.5,0.760049586
1700,1.1,44,0.3,0.882930319
1700,1.1,44,0.32,0.878489983
1700,1.1,44,0.34,0.869838475
1700,1.1,44,0.36,0.858566325
1700,1.1,44,0.38,0.845810173
1700,1.1,44,0.4,0.832285948
1700,1.1,44,0.42,0.81842602
1700,1.1,44,0.44,0.804302712
1700,1.1,44,0.46,0.789695235
1700,1.1,44,0.48,0.774164362
1700,1.1,44,0.5,0.757271731
1700,1.1,46,0.3,0.855519077
1700,1.1,46,0.32,0.851552653
1700,1.1,46,0.34,0.843812635
1700,1.1,46,0.36,0.833799177
1700,1.1,46,0.38,0.822553049
1700,1.1,46,0.4,0.810696689
1700,1.1,46,0.42,0.798579389
1700,1.1,46,0.44,0.786209784
1700,1.1,46,0.46,0.773313436
1700,1.1,46,0.48,0.75941046
1700,1.1,46,0.5,0.744037687
1700,1.1,48,0.3,0.813054256
1700,1.1,48,0.32,0.809610557
1700,1.1,48,0.34,0.802969141
1700,1.1,48,0.36,0.794526017
1700,1.1,48,0.38,0.785215974
1700,1.1,48,0.4,0.775560865
1700,1.1,48,0.42,0.765815745
1700,1.1,48,0.44,0.755916436
1700,1.1,48,0.46,0.745525463
1700,1.1,48,0.48,0.734110469
1700,1.1,48,0.5,0.721168216
1700,1.1,50,0.3,0.758716771
1700,1.1,50,0.32,0.755709233
1700,1.1,50,0.34,0.750156938
1700,1.1,50,0.36,0.743351211
1700,1.1,50,0.38,0.73612512
1700,1.1,50,0.4,0.728908125
1700,1.1,50,0.42,0.721865644
1700,1.1,50,0.44,0.714864953
1700,1.1,50,0.46,0.707508278
1700,1.1,50,0.48,0.699208382
1700,1.1,50,0.5,0.689411773
1700,1.2,30,0.3,0.557683072
1700,1.2,30,0.32,0.555206301
1700,1.2,30,0.34,0.551565959
1700,1.2,30,0.36,0.54793817
1700,1.2,30,0.38,0.545166664
1700,1.2,30,0.4,0.543763636
1700,1.2,30,0.42,0.543986358
1700,1.2,30,0.44,0.545778188
1700,1.2,30,0.46,0.548900517
1700,1.2,30,0.48,0.55284179
1700,1.2,30,0.5,0.55692863
1700,1.2,32,0.3,0.665028312
1700,1.2,32,0.32,0.661603874
1700,1.2,32,0.34,0.656435663
1700,1.2,32,0.36,0.650892405
1700,1.2,32,0.38,0.645951811
1700,1.2,32,0.4,0.642203571
1700,1.2,32,0.42,0.63992393
1700,1.2,32,0.44,0.639003336
1700,1.2,32,0.46,0.639094713
1700,1.2,32,0.48,0.639549737
1700,1.2,32,0.5,0.639577097
1700,1.2,34,0.3,0.756930972
1700,1.2,34,0.32,0.75262438
1700,1.2,34,0.34,0.74600444
1700,1.2,34,0.36,0.738576648
1700,1.2,34,0.38,0.731417551
1700,1.2,34,0.4,0.725169591
1700,1.2,34,0.42,0.720131477
1700,1.2,34,0.44,0.716164736
1700,1.2,34,0.46,0.712865122
1700,1.2,34,0.48,0.709522015
1700,1.2,34,0.5,0.7053118
1700,1.2,36,0.3,0.829573708
1700,1.2,36,0.32,0.824477764
1700,1.2,36,0.34,0.816584983
1700,1.2,36,0.36,0.807491316
1700,1.2,36,0.38,0.798342343
1700,1.2,36,0.4,0.789816019
1700,1.2,36,0.42,0.782235765
1700,1.2,36,0.44,0.775452686
1700,1.2,36,0.46,0.769042276
1700,1.2,36,0.48,0.762276751
1700,1.2,36,0.5,0.75434137
1700,1.2,38,0.3,0.880860867
1700,1.2,38,0.32,0.875173889
1700,1.2,38,0.34,0.866359318
1700,1.2,38,0.36,0.856059373
1700,1.2,38,0.38,0.845455179
1700,1.2,38,0.4,0.835238698
1700,1.2,38,0.42,0.825747708
1700,1.2,38,0.44,0.816826262
1700,1.2,38,0.46,0.808043896
1700,1.2,38,0.48,0.798672132
1700,1.2,38,0.5,0.7879159
1700,1.2,40,0.3,0.910235083
1700,1.2,40,0.32,0.904257322
1700,1.2,40,0.34,0.895015237
1700,1.2,40,0.36,0.884152839
1700,1.2,40,0.38,0.872848158
1700,1.2,40,0.4,0.861778882
1700,1.2,40,0.42,0.851274491
1700,1.2,40,0.44,0.841162313
1700,1.2,40,0.46,0.831002153
1700,1.2,40,0.48,0.820062756
1700,1.2,40,0.5,0.807563772
1700,1.2,42,0.3,0.918376692
1700,1.2,42,0.32,0.912447703
1700,1.2,42,0.34,0.903325727
1700,1.2,42,0.36,0.892614534
1700,1.2,42,0.38,0.881449477
1700,1.2,42,0.4,0.870462959
1700,1.2,42,0.42,0.859947237
1700,1.2,42,0.44,0.849696153
1700,1.2,42,0.46,0.839245483
1700,1.2,42,0.48,0.827849228
1700,1.2,42,0.5,0.814729248
1700,1.2,44,0.3,0.906900488
1700,1.2,44,0.32,0.901316946
1700,1.2,44,0.34,0.892810399
1700,1.2,44,0.36,0.882909902
1700,1.2,44,0.38,0.872673998
1700,1.2,44,0.4,0.862662642
1700,1.2,44,0.42,0.85310292
1700,1.2,44,0.44,0.843737465
1700,1.2,44,0.46,0.834059925
1700,1.2,44,0.48,0.82329323
1700,1.2,44,0.5,0.81064486
1700,1.2,46,0.3,0.878108837
1700,1.2,46,0.32,0.873055694
1700,1.2,46,0.34,0.865519357
1700,1.2,46,0.36,0.856931734
1700,1.2,46,0.38,0.848251644
1700,1.2,46,0.4,0.839949375
1700,1.2,46,0.42,0.832166542
1700,1.2,46,0.44,0.824581411
1700,1.2,46,0.46,0.816629468
1700,1.2,46,0.48,0.807485985
1700,1.2,46,0.5,0.796325327
1700,1.2,48,0.3,0.834798301
1700,1.2,48,0.32,0.830313239
1700,1.2,48,0.34,0.823909847
1700,1.2,48,0.36,0.816914281
1700,1.2,48,0.38,0.810177268
1700,1.2,48,0.4,0.804076043
1700,1.2,48,0.42,0.798659302
1700,1.2,48,0.44,0.793537292
1700,1.2,48,0.46,0.788079
1700,1.2,48,0.48,0.781399716
1700,1.2,48,0.5,0.772622546
1700,1.2,50,0.3,0.780086949
1700,1.2,50,0.32,0.776065328
1700,1.2,50,0.34,0.770758759
1700,1.2,50,0.36,0.765391258
1700,1.2,50,0.38,0.760711571
1700,1.2,50,0.4,0.757014864
1700,1.2,50,0.42,0.754265116
1700,1.2,50,0.44,0.752014158
1700,1.2,50,0.46,0.749568962
1700,1.2,50,0.48,0.745982283
1700,1.2,50,0.5,0.740313152
1700,1.3,30,0.3,0.595212765
1700,1.3,30,0.32,0.591135406
1700,1.3,30,0.34,0.586856448
1700,1.3,30,0.36,0.583644641
1700,1.3,30,0.38,0.582307495
1700,1.3,30,0.4,0.583358009
1700,1.3,30,0.42,0.586934394
1700,1.3,30,0.44,0.592837151
1700,1.3,30,0.46,0.600615969
1700,1.3,30,0.48,0.609458562
1700,1.3,30,0.5,0.618229842
1700,1.3,32,0.3,0.698183706
1700,1.3,32,0.32,0.693054507
1700,1.3,32,0.34,0.687283124
1700,1.3,32,0.36,0.68230569
1700,1.3,32,0.38,0.679045615
1700,1.3,32,0.4,0.678057451
1700,1.3,32,0.42,0.679449338
1700,1.3,32,0.44,0.682909728
1700,1.3,32,0.46,0.687827632
1700,1.3,32,0.48,0.69321417
1700,1.3,32,0.5,0.697825026
1700,1.3,34,0.3,0.785457304
1700,1.3,34,0.32,0.779409023
1700,1.3,34,0.34,0.772260885
1700,1.3,34,0.36,0.765569494
1700,1.3,34,0.38,0.760341795
1700,1.3,34,0.4,0.757153884
1700,1.3,34,0.42,0.756096417
1700,1.3,34,0.44,0.756785641
1700,1.3,34,0.46,0.758519763
1700,1.3,34,0.48,0.76022891
1700,1.3,34,0.5,0.760659532
1700,1.3,36,0.3,0.853703886
1700,1.3,36,0.32,0.846886458
1700,1.3,36,0.34,0.838573129
1700,1.3,36,0.36,0.830401736
1700,1.3,36,0.38,0.823435412
1700,1.3,36,0.4,0.818259096
1700,1.3,36,0.42,0.814956728
1700,1.3,36,0.44,0.813103267
1700,1.3,36,0.46,0.811953329
1700,1.3,36,0.48,0.810409121
1700,1.3,36,0.5,0.807249672
1700,1.3,38,0.3,0.901105905
1700,1.3,38,0.32,0.893762962
1700,1.3,38,0.34,0.88465669
1700,1.3,38,0.36,0.875466148
1700,1.3,38,0.38,0.867279945
1700,1.3,38,0.4,0.860674711
1700,1.3,38,0.42,0.855725524
1700,1.3,38,0.44,0.851978753
1700,1.3,38,0.46,0.848665489
1700,1.3,38,0.48,0.844679007
1700,1.3,38,0.5,0.838837352
1700,1.3,40,0.3,0.927245091
1700,1.3,40,0.32,0.919706073
1700,1.3,40,0.34,0.910306851
1700,1.3,40,0.36,0.900724777
1700,1.3,40,0.38,0.8920387
1700,1.3,40,0.4,0.88479317
1700,1.3,40,0.42,0.87903981
1700,1.3,40,0.44,0.874293884
1700,1.3,40,0.46,0.869762983
1700,1.3,40,0.48,0.864330089
1700,1.3,40,0.5,0.856841296
1700,1.3,42,0.3,0.932847564
1700,1.3,42,0.32,0.925465517
1700,1.3,42,0.34,0.916313078
1700,1.3,42,0.36,0.907023469
1700,1.3,42,0.38,0.898630055
1700,1.3,42,0.4,0.891618976
1700,1.3,42,0.42,0.885997152
1700,1.3,42,0.44,0.881237661
1700,1.3,42,0.46,0.876513212
1700,1.3,42,0.48,0.870684474
1700,1.3,42,0.5,0.862606488
1700,1.3,44,0.3,0.919514749
1700,1.3,44,0.32,0.912588175
1700,1.3,44,0.34,0.904161725
1700,1.3,44,0.36,0.89578849
1700,1.3,44,0.38,0.888426023
1700,1.3,44,0.4,0.882479484
1700,1.3,44,0.42,0.87789006
1700,1.3,44,0.44,0.874075594
1700,1.3,44,0.46,0.87015819
1700,1.3,44,0.48,0.864959101
1700,1.3,44,0.5,0.857318886
1700,1.3,46,0.3,0.889501063
1700,1.3,46,0.32,0.883209554
1700,1.3,46,0.34,0.875844838
1700,1.3,46,0.36,0.868855556
1700,1.3,46,0.38,0.863103788
1700,1.3,46,0.4,0.858900739
1700,1.3,46,0.42,0.856107446
1700,1.3,46,0.44,0.854077419
1700,1.3,46,0.46,0.85186808
1700,1.3,46,0.48,0.848243093
1700,1.3,46,0.5,0.842002786
1700,1.3,48,0.3,0.845537021
1700,1.3,48,0.32,0.839908261
1700,1.3,48,0.34,0.833748833
1700,1.3,48,0.36,0.828392843
1700,1.3,48,0.38,0.824600927
1700,1.3,48,0.4,0.822590733
1700,1.3,48,0.42,0.822140506
1700,1.3,48,0.44,0.822539629
1700,1.3,48,0.46,0.822774239
1700,1.3,48,0.48,0.821535844
1700,1.3,48,0.5,0.817559196
1700,1.3,50,0.3,0.790667394
1700,1.3,50,0.32,0.785581962
1700,1.3,50,0.34,0.780571932
1700,1.3,50,0.36,0.776860022
1700,1.3,50,0.38,0.775113
1700,1.3,50,0.4,0.775469395
1700,1.3,50,0.42,0.77763677
1700,1.3,50,0.44,0.780854108
1700,1.3,50,0.46,0.784042769
1700,1.3,50,0.48,0.785817252
1700,1.3,50,0.5,0.78482667
1700,1.4,30,0.3,0.621710438
1700,1.4,30,0.32,0.615543351
1700,1.4,30,0.34,0.610361588
1700,1.4,30,0.36,0.60748353
1700,1.4,30,0.38,0.607693145
1700,1.4,30,0.4,0.611394503
1700,1.4,30,0.42,0.618666227
1700,1.4,30,0.44,0.629084918
1700,1.4,30,0.46,0.641893003
1700,1.4,30,0.48,0.655883293
1700,1.4,30,0.5,0.669389804
1700,1.4,32,0.3,0.719337679
1700,1.4,32,0.32,0.712036465
1700,1.4,32,0.34,0.705406022
1700,1.4,32,0.36,0.700925218
1700,1.4,32,0.38,0.699472877
1700,1.4,32,0.4,0.701456027
1700,1.4,32,0.42,0.706871307
1700,1.4,32,0.44,0.715127231
1700,1.4,32,0.46,0.725243853
1700,1.4,32,0.48,0.735838429
1700,1.4,32,0.5,0.745146784
1700,1.4,34,0.3,0.801489743
1700,1.4,34,0.32,0.793249522
1700,1.4,34,0.34,0.785329475
1700,1.4,34,0.36,0.779323806
1700,1.4,34,0.38,0.776175001
1700,1.4,34,0.4,0.776281849
1700,1.4,34,0.42,0.77957908
1700,1.4,34,0.44,0.785365369
1700,1.4,34,0.46,0.792528972
1700,1.4,34,0.48,0.799622489
1700,1.4,34,0.5,0.804887415
1700,1.4,36,0.3,0.86515905
1700,1.4,36,0.32,0.856189169
1700,1.4,36,0.34,0.847229939
1700,1.4,36,0.36,0.839951927
1700,1.4,36,0.38,0.835335613
1700,1.4,36,0.4,0.833767033
1700,1.4,36,0.42,0.835136897
1700,1.4,36,0.44,0.838677952
1700,1.4,36,0.46,0.84320495
1700,1.4,36,0.48,0.847261593
1700,1.4,36,0.5,0.849131692
1700,1.4,38,0.3,0.908700291
1700,1.4,38,0.32,0.899293206
1700,1.4,38,0.34,0.889691839
1700,1.4,38,0.36,0.881602655
1700,1.4,38,0.38,0.876015917
1700,1.4,38,0.4,0.873295642
1700,1.4,38,0.42,0.873293266
1700,1.4,38,0.44,0.875197303
1700,1.4,38,0.46,0.877776298
1700,1.4,38,0.48,0.879580937
1700,1.4,38,0.5,0.87893862
1700,1.4,40,0.3,0.931761925
1700,1.4,40,0.32,0.922280228
1700,1.4,40,0.34,0.912543894
1700,1.4,40,0.36,0.904251821
1700,1.4,40,0.38,0.898372158
1700,1.4,40,0.4,0.895230851
1700,1.4,40,0.42,0.894632365
1700,1.4,40,0.44,0.895724704
1700,1.4,40,0.46,0.897236482
1700,1.4,40,0.48,0.897718157
1700,1.4,40,0.5,0.8955263
1700,1.4,42,0.3,0.93506493
1700,1.4,42,0.32,0.925880062
1700,1.4,42,0.34,0.916541531
1700,1.4,42,0.36,0.9086979
1700,1.4,42,0.38,0.903263246
1700,1.4,42,0.4,0.900506361
1700,1.4,42,0.42,0.9001703
1700,1.4,42,0.44,0.901355801
1700,1.4,42,0.46,0.90274603
1700,1.4,42,0.48,0.902872009
1700,1.4,42,0.5,0.900097849
1700,1.4,44,0.3,0.920161149
1700,1.4,44,0.32,0.911579647
1700,1.4,44,0.34,0.903103781
1700,1.4,44,0.36,0.896295554
1700,1.4,44,0.38,0.89198833
1700,1.4,44,0.4,0.890377395
1700,1.4,44,0.42,0.891129908
1700,1.4,44,0.44,0.893289304
1700,1.4,44,0.46,0.895482737
1700,1.4,44,0.48,0.896196961
1700,1.4,44,0.5,0.893777355
1700,1.4,46,0.3,0.88923107
1700,1.4,46,0.32,0.881434647
1700,1.4,46,0.34,0.874141608
1700,1.4,46,0.36,0.868802848
1700,1.4,46,0.38,0.866154557
1700,1.4,46,0.4,0.866310298
1700,1.4,46,0.42,0.868853054
1700,1.4,46,0.44,0.872762108
1700,1.4,46,0.46,0.876598506
1700,1.4,46,0.48,0.878778833
1700,1.4,46,0.5,0.877599759
1700,1.4,48,0.3,0.844920208
1700,1.4,48,0.32,0.837935019
1700,1.4,48,0.34,0.831954733
1700,1.4,48,0.36,0.828308828
1700,1.4,48,0.38,0.827632861
1700,1.4,48,0.4,0.829962291
1700,1.4,48,0.42,0.834798973
1700,1.4,48,0.44,0.841060316
1700,1.4,48,0.46,0.847237268
1700,1.4,48,0.48,0.851654307
1700,1.4,48,0.5,0.852527736
1700,1.4,50,0.3,0.790186027
1700,1.4,50,0.32,0.783886921
1700,1.4,50,0.34,0.779151451
1700,1.4,50,0.36,0.777190717
1700,1.4,50,0.38,0.778549125
1700,1.4,50,0.4,0.783200352
1700,1.4,50,0.42,0.790582649
1700,1.4,50,0.44,0.799567841
1700,1.4,50,0.46,0.808584854
1700,1.4,50,0.48,0.815854636
1700,1.4,50,0.5,0.81948443
1700,1.5,30,0.3,0.635663322
1700,1.5,30,0.32,0.627028089
1700,1.5,30,0.34,0.620727816
1700,1.5,30,0.36,0.618118859
1700,1.5,30,0.38,0.619904855
1700,1.5,30,0.4,0.626410792
1700,1.5,30,0.42,0.637555913
1700,1.5,30,0.44,0.65266144
1700,1.5,30,0.46,0.670561731
1700,1.5,30,0.48,0.689540166
1700,1.5,30,0.5,0.70728774
1700,1.5,32,0.3,0.727546862
1700,1.5,32,0.32,0.717683341
1700,1.5,32,0.34,0.709975181
1700,1.5,32,0.36,0.705932731
1700,1.5,32,0.38,0.706325919
1700,1.5,32,0.4,0.711459106
1700,1.5,32,0.42,0.721092643
1700,1.5,32,0.44,0.734326933
1700,1.5,32,0.46,0.74973175
1700,1.5,32,0.48,0.765417758
1700,1.5,32,0.5,0.779067897
1700,1.5,34,0.3,0.804482823
1700,1.5,34,0.32,0.793652203
1700,1.5,34,0.34,0.784742623
1700,1.5,34,0.36,0.779372448
1700,1.5,34,0.38,0.778350007
1700,1.5,34,0.4,0.781952928
1700,1.5,34,0.42,0.78981643
1700,1.5,34,0.44,0.800894657
1700,1.5,34,0.46,0.813606098
1700,1.5,34,0.48,0.826007996
1700,1.5,34,0.5,0.835862118
1700,1.5,36,0.3,0.863683014
1700,1.5,36,0.32,0.85216124
1700,1.5,36,0.34,0.842342652
1700,1.5,36,0.36,0.835913651
1700,1.5,36,0.38,0.833700066
1700,1.5,36,0.4,0.83595217
1700,1.5,36,0.42,0.842211738
1700,1.5,36,0.44,0.851341731
1700,1.5,36,0.46,0.861678594
1700,1.5,36,0.48,0.871279881
1700,1.5,36,0.5,0.878003388
1700,1.5,38,0.3,0.903611057
1700,1.5,38,0.32,0.891746864
1700,1.5,38,0.34,0.881442398
1700,1.5,38,0.36,0.874411287
1700,1.5,38,0.38,0.871474794
1700,1.5,38,0.4,0.872849884
1700,1.5,38,0.42,0.878003136
1700,1.5,38,0.44,0.885736319
1700,1.5,38,0.46,0.894335802
1700,1.5,38,0.48,0.901871273
1700,1.5,38,0.5,0.906281565
1700,1.5,40,0.3,0.923938284
1700,1.5,40,0.32,0.912135244
1700,1.5,40,0.34,0.901860239
1700,1.5,40,0.36,0.894811209
1700,1.5,40,0.38,0.891780015
1700,1.5,40,0.4,0.892937443
1700,1.5,40,0.42,0.897680027
1700,1.5,40,0.44,0.904758766
1700,1.5,40,0.46,0.912417587
1700,1.5,40,0.48,0.918727583
1700,1.5,40,0.5,0.921680968
1700,1.5,42,0.3,0.925347447
1700,1.5,42,0.32,0.914004123
1700,1.5,42,0.34,0.904286594
1700,1.5,42,0.36,0.897835401
1700,1.5,42,0.38,0.89538824
1700,1.5,42,0.4,0.897053681
1700,1.5,42,0.42,0.90215555
1700,1.5,42,0.44,0.909392833
1700,1.5,42,0.46,0.91696095
1700,1.5,42,0.48,0.922910282
1700,1.5,42,0.5,0.925253233
1700,1.5,44,0.3,0.909314033
1700,1.5,44,0.32,0.898754766
1700,1.5,44,0.34,0.890049416
1700,1.5,44,0.36,0.884745903
1700,1.5,44,0.38,0.883507596
1700,1.5,44,0.4,0.886367162
1700,1.5,44,0.42,0.892571632
1700,1.5,44,0.44,0.90076233
1700,1.5,44,0.46,0.909073886
1700,1.5,44,0.48,0.915508095
1700,1.5,44,0.5,0.918060226
1700,1.5,46,0.3,0.877921513
1700,1.5,46,0.32,0.868340712
1700,1.5,46,0.34,0.860958438
1700,1.5,46,0.36,0.857205962
1700,1.5,46,0.38,0.857660977
1700,1.5,46,0.4,0.862274154
1700,1.5,46,0.42,0.870216344
1700,1.5,46,0.44,0.880067629
1700,1.5,46,0.46,0.889889358
1700,1.5,46,0.48,0.897604844
1700,1.5,46,0.5,0.901150699
1700,1.5,48,0.3,0.833709631
1700,1.5,48,0.32,0.825142852
1700,1.5,48,0.34,0.819208185
1700,1.5,48,0.36,0.817209864
1700,1.5,48,0.38,0.819639912
1700,1.5,48,0.4,0.826372221
1700,1.5,48,0.42,0.836512045
1700,1.5,48,0.44,0.84858276
1700,1.5,48,0.46,0.860565821
1700,1.5,48,0.48,0.87027859
1700,1.5,48,0.5,0.875554425
1700,1.5,50,0.3,0.779529662
1700,1.5,50,0.32,0.771856848
1700,1.5,50,0.34,0.767299558
1700,1.5,50,0.36,0.767037503
1700,1.5,50,0.38,0.771488415
1700,1.5,50,0.4,0.780467143
1700,1.5,50,0.42,0.79303731
1700,1.5,50,0.44,0.807683558
1700,1.5,50,0.46,0.82231332
1700,1.5,50,0.48,0.834619372
1700,1.5,50,0.5,0.842288033
1700,1.6,30,0.3,0.636904359
1700,1.6,30,0.32,0.625537119
1700,1.6,30,0.34,0.618048278
1700,1.6,30,0.36,0.6157331
1700,1.6,30,0.38,0.61922872
1700,1.6,30,0.4,0.628725561
1700,1.6,30,0.42,0.643933291
1700,1.6,30,0.44,0.663835563
1700,1.6,30,0.46,0.686719919
1700,1.6,30,0.48,0.710236607
1700,1.6,30,0.5,0.731500714
1700,1.6,32,0.3,0.722964754
1700,1.6,32,0.32,0.7102452
1700,1.6,32,0.34,0.701380047
1700,1.6,32,0.36,0.697806518
1700,1.6,32,0.38,0.700212887
1700,1.6,32,0.4,0.708702748
1700,1.6,32,0.42,0.722770586
1700,1.6,32,0.44,0.741105402
1700,1.6,32,0.46,0.761720793
1700,1.6,32,0.48,0.782113614
1700,1.6,32,0.5,0.799518535
1700,1.6,34,0.3,0.794787023
1700,1.6,34,0.32,0.78104609
1700,1.6,34,0.34,0.771057662
1700,1.6,34,0.36,0.766354488
1700,1.6,34,0.38,0.767649293
1700,1.6,34,0.4,0.774960102
1700,1.6,34,0.42,0.787615139
1700,1.6,34,0.44,0.804105476
1700,1.6,34,0.46,0.822300153
1700,1.6,34,0.48,0.83966215
1700,1.6,34,0.5,0.853600008
1700,1.6,36,0.3,0.849756555
1700,1.6,36,0.32,0.835341261
