lambda,n,angle,h,TM
1700,3.3,56,4000,0.846427828
1700,3.3,58,2000,0.392786478
1700,3.3,58,2200,0.497171578
1700,3.3,58,2400,0.226872292
1700,3.3,58,2600,0.158874759
1700,3.3,58,2800,0.157015573
1700,3.3,58,3000,0.287478126
1700,3.3,58,3200,0.470202838
1700,3.3,58,3400,0.617216215
1700,3.3,58,3600,0.800809121
1700,3.3,58,3800,0.857932255
1700,3.3,58,4000,0.834544852
1700,3.3,60,2000,0.277210417
1700,3.3,60,2200,0.498964843
1700,3.3,60,2400,0.130095444
1700,3.3,60,2600,0.15454529
1700,3.3,60,2800,0.133767812
1700,3.3,60,3000,0.254374918
1700,3.3,60,3200,0.431780418
1700,3.3,60,3400,0.581300211
1700,3.3,60,3600,0.782311346
1700,3.3,60,3800,0.871308338
1700,3.3,60,4000,0.647011269
1700,3.3,62,2000,0.095816765
1700,3.3,62,2200,0.507871991
1700,3.3,62,2400,0.212789402
1700,3.3,62,2600,0.150156665
1700,3.3,62,2800,0.111644327
1700,3.3,62,3000,0.223255387
1700,3.3,62,3200,0.38507861
1700,3.3,62,3400,0.54748855
1700,3.3,62,3600,0.777957123
1700,3.3,62,3800,0.82144769
1700,3.3,62,4000,0.532802993
1700,3.3,64,2000,0.550962251
1700,3.3,64,2200,0.497840522
1700,3.3,64,2400,0.355290436
1700,3.3,64,2600,0.073117616
1700,3.3,64,2800,0.001008367
1700,3.3,64,3000,0.044566546
1700,3.3,64,3200,0.206869316
1700,3.3,64,3400,0.4348876
1700,3.3,64,3600,0.751063499
1700,3.3,64,3800,0.806392301
1700,3.3,64,4000,0.675576088
1700,3.3,66,2000,0.590346315
1700,3.3,66,2200,0.332171089
1700,3.3,66,2400,0.281388937
1700,3.3,66,2600,0.052165989
1700,3.3,66,2800,7.72E-04
1700,3.3,66,3000,0.060329679
1700,3.3,66,3200,0.226286076
1700,3.3,66,3400,0.473419837
1700,3.3,66,3600,0.691192169
1700,3.3,66,3800,0.843142442
1700,3.3,66,4000,0.801726531
1700,3.3,68,2000,0.577417054
1700,3.3,68,2200,0.305925147
1700,3.3,68,2400,0.24984517
1700,3.3,68,2600,0.041478073
1700,3.3,68,2800,0.001676467
1700,3.3,68,3000,0.070161088
1700,3.3,68,3200,0.234455191
1700,3.3,68,3400,0.501283414
1700,3.3,68,3600,0.658660048
1700,3.3,68,3800,0.887792948
1700,3.3,68,4000,0.879728824
1700,3.3,70,2000,0.55940329
1700,3.3,70,2200,0.320477637
1700,3.3,70,2400,0.232255771
1700,3.3,70,2600,0.033162662
1700,3.3,70,2800,0.002618473
1700,3.3,70,3000,0.076915836
1700,3.3,70,3200,0.238412648
1700,3.3,70,3400,0.515180783
1700,3.3,70,3600,0.64763007
1700,3.3,70,3800,0.923984408
1700,3.3,70,4000,0.887653698
1700,3.4,50,2000,0.118177488
1700,3.4,50,2200,0.379934672
1700,3.4,50,2400,0.180186766
1700,3.4,50,2600,0.194705894
1700,3.4,50,2800,0.609200292
1700,3.4,50,3000,0.180362188
1700,3.4,50,3200,0.750402176
1700,3.4,50,3400,0.866652496
1700,3.4,50,3600,0.827264505
1700,3.4,50,3800,0.721701876
1700,3.4,50,4000,0.64653705
1700,3.4,52,2000,0.600737652
1700,3.4,52,2200,0.444587523
1700,3.4,52,2400,0.192274517
1700,3.4,52,2600,0.1795589
1700,3.4,52,2800,0.327686225
1700,3.4,52,3000,0.417273992
1700,3.4,52,3200,0.716402947
1700,3.4,52,3400,0.828242569
1700,3.4,52,3600,0.907309671
1700,3.4,52,3800,0.879058349
1700,3.4,52,4000,0.698023821
1700,3.4,54,2000,0.703765871
1700,3.4,54,2200,0.201515542
1700,3.4,54,2400,0.045056276
1700,3.4,54,2600,0.156009155
1700,3.4,54,2800,0.278906754
1700,3.4,54,3000,0.285317177
1700,3.4,54,3200,0.683805618
1700,3.4,54,3400,0.736008638
1700,3.4,54,3600,0.907922823
1700,3.4,54,3800,0.892020248
1700,3.4,54,4000,0.745172995
1700,3.4,56,2000,0.702892183
1700,3.4,56,2200,0.291046339
1700,3.4,56,2400,0.158778592
1700,3.4,56,2600,0.151730825
1700,3.4,56,2800,0.239073357
1700,3.4,56,3000,0.49369145
1700,3.4,56,3200,0.660532165
1700,3.4,56,3400,0.737421733
1700,3.4,56,3600,0.88604048
1700,3.4,56,3800,0.901950876
1700,3.4,56,4000,0.752184754
1700,3.4,58,2000,0.709261641
1700,3.4,58,2200,0.307293713
1700,3.4,58,2400,0.174247311
1700,3.4,58,2600,0.137239891
1700,3.4,58,2800,0.221724814
1700,3.4,58,3000,0.403041781
1700,3.4,58,3200,0.658567751
1700,3.4,58,3400,0.745548417
1700,3.4,58,3600,0.869879018
1700,3.4,58,3800,0.893511333
1700,3.4,58,4000,0.747230951
1700,3.4,60,2000,0.735147859
1700,3.4,60,2200,0.309338254
1700,3.4,60,2400,0.179926546
1700,3.4,60,2600,0.124140634
1700,3.4,60,2800,0.195100027
1700,3.4,60,3000,0.354902719
1700,3.4,60,3200,0.617415837
1700,3.4,60,3400,0.722876969
1700,3.4,60,3600,0.860440464
1700,3.4,60,3800,0.859448082
1700,3.4,60,4000,0.731384952
1700,3.4,62,2000,0.443129781
1700,3.4,62,2200,0.293196361
1700,3.4,62,2400,0.17673781
1700,3.4,62,2600,0.112294265
1700,3.4,62,2800,0.154952568
1700,3.4,62,3000,0.319548811
1700,3.4,62,3200,0.541954251
1700,3.4,62,3400,0.694076924
1700,3.4,62,3600,0.868424257
1700,3.4,62,3800,0.850129893
1700,3.4,62,4000,0.729966595
1700,3.4,64,2000,0.525077204
1700,3.4,64,2200,0.209238415
1700,3.4,64,2400,0.140089956
1700,3.4,64,2600,0.016679828
1700,3.4,64,2800,0.017750986
1700,3.4,64,3000,0.137579582
1700,3.4,64,3200,0.392727684
1700,3.4,64,3400,0.617495457
1700,3.4,64,3600,0.874532957
1700,3.4,64,3800,0.8709275
1700,3.4,64,4000,0.877962587
1700,3.4,66,2000,0.509332575
1700,3.4,66,2200,0.65927727
1700,3.4,66,2400,0.122495603
1700,3.4,66,2600,0.007487244
1700,3.4,66,2800,0.024806825
1700,3.4,66,3000,0.170913473
1700,3.4,66,3200,0.397924563
1700,3.4,66,3400,0.6717263
1700,3.4,66,3600,0.816909606
1700,3.4,66,3800,0.895273673
1700,3.4,66,4000,0.87171996
1700,3.4,68,2000,0.491120947
1700,3.4,68,2200,0.484436307
1700,3.4,68,2400,0.110791709
1700,3.4,68,2600,0.008574598
1700,3.4,68,2800,0.029584779
1700,3.4,68,3000,0.237666311
1700,3.4,68,3200,0.399927613
1700,3.4,68,3400,0.704967643
1700,3.4,68,3600,0.785929418
1700,3.4,68,3800,0.920818537
1700,3.4,68,4000,0.871159257
1700,3.4,70,2000,0.474197222
1700,3.4,70,2200,0.436559646
1700,3.4,70,2400,0.102357949
1700,3.4,70,2600,0.005957332
1700,3.4,70,2800,0.032959737
1700,3.4,70,3000,0.304309886
1700,3.4,70,3200,0.400631842
1700,3.4,70,3400,0.670649504
1700,3.4,70,3600,0.773603806
1700,3.4,70,3800,0.936707121
1700,3.4,70,4000,0.863953277
1700,3.5,50,2000,0.623032342
1700,3.5,50,2200,0.209773489
1700,3.5,50,2400,0.169591253
1700,3.5,50,2600,0.235960033
1700,3.5,50,2800,0.411886714
1700,3.5,50,3000,0.646902052
1700,3.5,50,3200,0.850363137
1700,3.5,50,3400,0.345938486
1700,3.5,50,3600,0.793929902
1700,3.5,50,3800,0.717981564
1700,3.5,50,4000,0.551812732
1700,3.5,52,2000,0.314183244
1700,3.5,52,2200,0.180358473
1700,3.5,52,2400,0.166680856
1700,3.5,52,2600,0.209999295
1700,3.5,52,2800,0.40372765
1700,3.5,52,3000,0.589260307
1700,3.5,52,3200,0.723282569
1700,3.5,52,3400,0.289594914
1700,3.5,52,3600,0.933397333
1700,3.5,52,3800,0.747926401
1700,3.5,52,4000,0.639490393
1700,3.5,54,2000,0.368134213
1700,3.5,54,2200,0.265624354
1700,3.5,54,2400,0.164111114
1700,3.5,54,2600,0.185642301
1700,3.5,54,2800,0.38041401
1700,3.5,54,3000,0.537474717
1700,3.5,54,3200,0.115617129
1700,3.5,54,3400,0.375793751
1700,3.5,54,3600,0.933168488
1700,3.5,54,3800,0.781472951
1700,3.5,54,4000,0.695560302
1700,3.5,56,2000,0.377669426
1700,3.5,56,2200,0.275293598
1700,3.5,56,2400,0.160330749
1700,3.5,56,2600,0.162073593
1700,3.5,56,2800,0.34451032
1700,3.5,56,3000,0.489974559
1700,3.5,56,3200,0.387066443
1700,3.5,56,3400,0.298976249
1700,3.5,56,3600,0.909318276
1700,3.5,56,3800,0.820732585
1700,3.5,56,4000,0.708182716
1700,3.5,58,2000,0.36674712
1700,3.5,58,2200,0.296121108
1700,3.5,58,2400,0.156030296
1700,3.5,58,2600,0.141294731
1700,3.5,58,2800,0.308267652
1700,3.5,58,3000,0.437857659
1700,3.5,58,3200,0.516329147
1700,3.5,58,3400,0.8038297
1700,3.5,58,3600,0.832469653
1700,3.5,58,3800,0.813344986
1700,3.5,58,4000,0.680771676
1700,3.5,60,2000,0.321685976
1700,3.5,60,2200,0.160116653
1700,3.5,60,2400,0.151571582
1700,3.5,60,2600,0.127906807
1700,3.5,60,2800,0.274412069
1700,3.5,60,3000,0.476979545
1700,3.5,60,3200,0.541150669
1700,3.5,60,3400,0.799708599
1700,3.5,60,3600,0.677443845
1700,3.5,60,3800,0.797586665
1700,3.5,60,4000,0.638059662
1700,3.5,62,2000,0.158692681
1700,3.5,62,2200,0.238729959
1700,3.5,62,2400,0.147099023
1700,3.5,62,2600,0.113460056
1700,3.5,62,2800,0.243311782
1700,3.5,62,3000,0.202805887
1700,3.5,62,3200,0.534826313
1700,3.5,62,3400,0.770851202
1700,3.5,62,3600,0.728280124
1700,3.5,62,3800,0.801764663
1700,3.5,62,4000,0.670126964
1700,3.5,64,2000,0.157548463
1700,3.5,64,2200,0.285516088
1700,3.5,64,2400,0.077710017
1700,3.5,64,2600,0.001240483
1700,3.5,64,2800,0.061146994
1700,3.5,64,3000,0.23611589
1700,3.5,64,3200,0.366314092
1700,3.5,64,3400,0.779945587
1700,3.5,64,3600,0.93609332
1700,3.5,64,3800,0.880217621
1700,3.5,64,4000,0.827512046
1700,3.5,66,2000,0.524870436
1700,3.5,66,2200,0.248002182
1700,3.5,66,2400,0.05593388
1700,3.5,66,2600,0.002094794
1700,3.5,66,2800,0.079090896
1700,3.5,66,3000,0.262702265
1700,3.5,66,3200,0.501803056
1700,3.5,66,3400,0.657118188
1700,3.5,66,3600,0.915513144
1700,3.5,66,3800,0.88939021
1700,3.5,66,4000,0.83054629
1700,3.5,68,2000,0.501822867
1700,3.5,68,2200,0.228909748
1700,3.5,68,2400,0.045088082
1700,3.5,68,2600,0.003544185
1700,3.5,68,2800,0.092790033
1700,3.5,68,3000,0.273703016
1700,3.5,68,3200,0.557524462
1700,3.5,68,3400,0.18291588
1700,3.5,68,3600,0.875541677
1700,3.5,68,3800,0.901669309
1700,3.5,68,4000,0.834023949
1700,3.5,70,2000,0.484853913
1700,3.5,70,2200,0.215832489
1700,3.5,70,2400,0.036480618
1700,3.5,70,2600,0.004812114
1700,3.5,70,2800,0.120155706
1700,3.5,70,3000,0.277652256
1700,3.5,70,3200,0.552521985
1700,3.5,70,3400,0.208772104
1700,3.5,70,3600,0.859079851
1700,3.5,70,3800,0.900546031
1700,3.5,70,4000,0.829430559
1700,3.6,50,2000,0.549864003
1700,3.6,50,2200,0.161873679
1700,3.6,50,2400,0.181983196
1700,3.6,50,2600,0.26702677
1700,3.6,50,2800,0.463150453
1700,3.6,50,3000,0.753798148
1700,3.6,50,3200,0.892650965
1700,3.6,50,3400,0.870929319
1700,3.6,50,3600,0.716682799
1700,3.6,50,3800,0.185718189
1700,3.6,50,4000,0.511062732
1700,3.6,52,2000,0.475938456
1700,3.6,52,2200,0.178906803
1700,3.6,52,2400,0.170496785
1700,3.6,52,2600,0.279282967
1700,3.6,52,2800,0.134720544
1700,3.6,52,3000,0.714367464
1700,3.6,52,3200,0.798639575
1700,3.6,52,3400,0.868160671
1700,3.6,52,3600,0.904829393
1700,3.6,52,3800,0.176670094
1700,3.6,52,4000,0.582178692
1700,3.6,54,2000,0.453462731
1700,3.6,54,2200,0.186809027
1700,3.6,54,2400,0.158379813
1700,3.6,54,2600,0.256966417
1700,3.6,54,2800,0.637570875
1700,3.6,54,3000,0.701943011
1700,3.6,54,3200,0.687468406
1700,3.6,54,3400,0.877576607
1700,3.6,54,3600,0.830883126
1700,3.6,54,3800,0.55063348
1700,3.6,54,4000,0.633852687
1700,3.6,56,2000,0.45847874
1700,3.6,56,2200,0.191759141
1700,3.6,56,2400,0.140541141
1700,3.6,56,2600,0.231965981
1700,3.6,56,2800,0.516566149
1700,3.6,56,3000,0.740746475
1700,3.6,56,3200,0.646771385
1700,3.6,56,3400,0.86971914
1700,3.6,56,3600,0.016276668
1700,3.6,56,3800,0.734056813
1700,3.6,56,4000,0.657176666
1700,3.6,58,2000,0.506577147
1700,3.6,58,2200,0.195265139
1700,3.6,58,2400,0.131373444
1700,3.6,58,2600,0.207784917
1700,3.6,58,2800,0.452753673
1700,3.6,58,3000,0.804327038
1700,3.6,58,3200,0.638777621
1700,3.6,58,3400,0.3049822
1700,3.6,58,3600,0.258794683
1700,3.6,58,3800,0.763519091
1700,3.6,58,4000,0.628609171
1700,3.6,60,2000,0.10906302
1700,3.6,60,2200,0.197806727
1700,3.6,60,2400,0.12457375
1700,3.6,60,2600,0.184918564
1700,3.6,60,2800,0.410748166
1700,3.6,60,3000,0.800262988
1700,3.6,60,3200,0.632208629
1700,3.6,60,3400,0.819958109
1700,3.6,60,3600,0.339543049
1700,3.6,60,3800,0.772994765
1700,3.6,60,4000,0.550808236
1700,3.6,62,2000,0.294600104
1700,3.6,62,2200,0.199490986
1700,3.6,62,2400,0.115912217
1700,3.6,62,2600,0.162981827
1700,3.6,62,2800,0.39064479
1700,3.6,62,3000,0.644354149
1700,3.6,62,3200,0.621605277
1700,3.6,62,3400,0.363030582
1700,3.6,62,3600,0.172727476
1700,3.6,62,3800,0.777133583
1700,3.6,62,4000,0.648426144
1700,3.6,64,2000,0.451356661
1700,3.6,64,2200,0.202880275
1700,3.6,64,2400,0.025529916
1700,3.6,64,2600,0.020328457
1700,3.6,64,2800,0.227427792
1700,3.6,64,3000,0.368949388
1700,3.6,64,3200,0.616808575
1700,3.6,64,3400,0.250818949
1700,3.6,64,3600,0.294117463
1700,3.6,64,3800,0.866467427
1700,3.6,64,4000,0.772747788
1700,3.6,66,2000,0.407857854
1700,3.6,66,2200,0.163822415
1700,3.6,66,2400,0.014852279
1700,3.6,66,2600,0.102098578
1700,3.6,66,2800,0.083770216
1700,3.6,66,3000,0.392372505
1700,3.6,66,3200,0.637925905
1700,3.6,66,3400,0.522572315
1700,3.6,66,3600,0.959656627
1700,3.6,66,3800,0.832876776
1700,3.6,66,4000,0.768653801
1700,3.6,68,2000,0.385147245
1700,3.6,68,2200,0.128294395
1700,3.6,68,2400,0.010884587
1700,3.6,68,2600,0.050615044
1700,3.6,68,2800,0.102531083
1700,3.6,68,3000,0.401161062
1700,3.6,68,3200,0.648939714
1700,3.6,68,3400,0.618687546
1700,3.6,68,3600,0.937594355
1700,3.6,68,3800,0.723247647
1700,3.6,68,4000,0.764460968
1700,3.6,70,2000,0.368775782
1700,3.6,70,2200,0.180607536
1700,3.6,70,2400,0.008882884
1700,3.6,70,2600,0.048904536
1700,3.6,70,2800,0.120617849
1700,3.6,70,3000,0.403344616
1700,3.6,70,3200,0.6344845
1700,3.6,70,3400,0.651896931
1700,3.6,70,3600,0.915930594
1700,3.6,70,3800,0.327205914
1700,3.6,70,4000,0.757051382
1700,3.7,50,2000,0.251102191
1700,3.7,50,2200,0.172603823
1700,3.7,50,2400,0.192157152
1700,3.7,50,2600,0.088392917
1700,3.7,50,2800,0.63954141
1700,3.7,50,3000,0.550966372
1700,3.7,50,3200,0.214086327
1700,3.7,50,3400,0.934937109
1700,3.7,50,3600,0.824239358
1700,3.7,50,3800,0.701546554
1700,3.7,50,4000,0.426857373
1700,3.7,52,2000,0.262788287
1700,3.7,52,2200,0.17383167
1700,3.7,52,2400,0.176652511
1700,3.7,52,2600,0.403523529
1700,3.7,52,2800,0.576141816
1700,3.7,52,3000,0.335720639
1700,3.7,52,3200,0.245264333
1700,3.7,52,3400,0.932645191
1700,3.7,52,3600,0.838738105
1700,3.7,52,3800,0.690628714
1700,3.7,52,4000,0.476517731
1700,3.7,54,2000,0.269802928
1700,3.7,54,2200,0.172329884
1700,3.7,54,2400,0.160759729
1700,3.7,54,2600,0.374758971
1700,3.7,54,2800,0.514820625
1700,3.7,54,3000,0.392905711
1700,3.7,54,3200,0.62792074
1700,3.7,54,3400,0.921452354
1700,3.7,54,3600,0.799200313
1700,3.7,54,3800,0.09064191
1700,3.7,54,4000,0.52247559
1700,3.7,56,2000,0.275105607
1700,3.7,56,2200,0.144027149
1700,3.7,56,2400,0.14517361
1700,3.7,56,2600,0.342881567
1700,3.7,56,2800,0.487421724
1700,3.7,56,3000,0.409343628
1700,3.7,56,3200,0.685997282
1700,3.7,56,3400,0.868485418
1700,3.7,56,3600,0.791103242
1700,3.7,56,3800,0.67532462
1700,3.7,56,4000,0.560605904
1700,3.7,58,2000,0.278777679
1700,3.7,58,2200,0.162380829
1700,3.7,58,2400,0.130225591
1700,3.7,58,2600,0.312995948
1700,3.7,58,2800,0.623837646
1700,3.7,58,3000,0.393979637
1700,3.7,58,3200,0.685625422
1700,3.7,58,3400,0.577021284
1700,3.7,58,3600,0.787121285
1700,3.7,58,3800,0.717950524
1700,3.7,58,4000,0.566165375
1700,3.7,60,2000,0.27887349
1700,3.7,60,2200,0.163461411
1700,3.7,60,2400,0.11609101
1700,3.7,60,2600,0.285351537
1700,3.7,60,2800,0.647411223
1700,3.7,60,3000,0.356007359
1700,3.7,60,3200,0.674282952
1700,3.7,60,3400,0.675998239
1700,3.7,60,3600,0.778604519
1700,3.7,60,3800,0.73423608
1700,3.7,60,4000,0.407787336
1700,3.7,62,2000,0.257299275
1700,3.7,62,2200,0.162874424
1700,3.7,62,2400,0.102737572
1700,3.7,62,2600,0.260195055
1700,3.7,62,2800,0.52781806
1700,3.7,62,3000,0.287212667
1700,3.7,62,3200,0.648574918
1700,3.7,62,3400,0.937342227
1700,3.7,62,3600,0.754498955
1700,3.7,62,3800,0.733624487
1700,3.7,62,4000,0.612413783
1700,3.7,64,2000,0.396339476
1700,3.7,64,2200,0.125575048
1700,3.7,64,2400,0.094686771
1700,3.7,64,2600,0.16303839
1700,3.7,64,2800,0.192867779
1700,3.7,64,3000,0.308997423
1700,3.7,64,3200,0.69106716
1700,3.7,64,3400,0.889662032
1700,3.7,64,3600,0.769737445
1700,3.7,64,3800,0.807907143
1700,3.7,64,4000,0.6839532
1700,3.7,66,2000,0.35303796
1700,3.7,66,2200,0.097792731
1700,3.7,66,2400,0.044390048
1700,3.7,66,2600,0.176413698
1700,3.7,66,2800,0.225777133
1700,3.7,66,3000,0.487635578
1700,3.7,66,3200,0.554054625
1700,3.7,66,3400,0.882920556
1700,3.7,66,3600,0.401571099
1700,3.7,66,3800,0.534011179
1700,3.7,66,4000,0.651697605
1700,3.7,68,2000,0.329472739
1700,3.7,68,2200,0.084884709
1700,3.7,68,2400,0.012114141
1700,3.7,68,2600,0.017349901
1700,3.7,68,2800,0.241587299
1700,3.7,68,3000,0.504958471
1700,3.7,68,3200,0.155009211
1700,3.7,68,3400,0.882823191
1700,3.7,68,3600,0.913184791
1700,3.7,68,3800,0.881844866
1700,3.7,68,4000,0.634508002
1700,3.7,70,2000,0.313789856
1700,3.7,70,2200,0.076832312
1700,3.7,70,2400,0.009896242
1700,3.7,70,2600,0.029791137
1700,3.7,70,2800,0.249571334
1700,3.7,70,3000,0.502579609
1700,3.7,70,3200,0.152607359
1700,3.7,70,3400,0.883707293
1700,3.7,70,3600,0.930175565
1700,3.7,70,3800,0.845675116
1700,3.7,70,4000,0.621368997
1700,3.8,50,2000,0.229367528
1700,3.8,50,2200,0.163176971
1700,3.8,50,2400,0.034110594
1700,3.8,50,2600,0.521121694
1700,3.8,50,2800,0.27961765
1700,3.8,50,3000,0.5443933
1700,3.8,50,3200,0.807864039
1700,3.8,50,3400,0.887142747
1700,3.8,50,3600,0.3981187
1700,3.8,50,3800,0.577109294
1700,3.8,50,4000,0.357696387
1700,3.8,52,2000,0.227837953
1700,3.8,52,2200,0.156709331
1700,3.8,52,2400,0.186992353
1700,3.8,52,2600,0.463782052
1700,3.8,52,2800,0.514584517
1700,3.8,52,3000,0.790988315
1700,3.8,52,3200,0.801089869
1700,3.8,52,3400,0.838284018
1700,3.8,52,3600,0.803978209
1700,3.8,52,3800,0.595997026
1700,3.8,52,4000,0.390496371
1700,3.8,54,2000,0.228985013
1700,3.8,54,2200,0.150635799
1700,3.8,54,2400,0.187389325
1700,3.8,54,2600,0.361583073
1700,3.8,54,2800,0.537062159
1700,3.8,54,3000,0.735541816
1700,3.8,54,3200,0.774694381
1700,3.8,54,3400,0.095031194
1700,3.8,54,3600,0.809068903
1700,3.8,54,3800,0.626162547
1700,3.8,54,4000,0.422099802
1700,3.8,56,2000,0.231198937
1700,3.8,56,2200,0.144862973
1700,3.8,56,2400,0.171222972
1700,3.8,56,2600,0.09382441
1700,3.8,56,2800,0.482579087
1700,3.8,56,3000,0.663506152
1700,3.8,56,3200,0.076985674
1700,3.8,56,3400,0.827826225
1700,3.8,56,3600,0.813963204
1700,3.8,56,3800,0.608108055
1700,3.8,56,4000,0.449610146
1700,3.8,58,2000,0.234156478
1700,3.8,58,2200,0.13938044
1700,3.8,58,2400,0.151506327
1700,3.8,58,2600,0.325689429
1700,3.8,58,2800,0.391737068
1700,3.8,58,3000,0.611864528
1700,3.8,58,3200,0.402618293
1700,3.8,58,3400,0.846250985
1700,3.8,58,3600,0.820415812
1700,3.8,58,3800,0.641153534
1700,3.8,58,4000,0.419576157
1700,3.8,60,2000,0.236769541
1700,3.8,60,2200,0.134206201
1700,3.8,60,2400,0.125586094
1700,3.8,60,2600,0.439680513
1700,3.8,60,2800,0.255543861
1700,3.8,60,3000,0.575577608
1700,3.8,60,3200,0.135185257
1700,3.8,60,3400,0.756156866
1700,3.8,60,3600,0.826778326
1700,3.8,60,3800,0.655704439
1700,3.8,60,4000,0.630246947
1700,3.8,62,2000,0.23888026
1700,3.8,62,2200,0.129368246
1700,3.8,62,2400,0.049234561
1700,3.8,62,2600,0.419885189
1700,3.8,62,2800,0.051461072
1700,3.8,62,3000,0.552459312
1700,3.8,62,3200,0.724291529
1700,3.8,62,3400,0.091181632
1700,3.8,62,3600,0.831639283
1700,3.8,62,3800,0.646364433
1700,3.8,62,4000,0.523995964
1700,3.8,64,2000,0.311163071
1700,3.8,64,2200,0.073078646
1700,3.8,64,2400,0.017850585
1700,3.8,64,2600,0.118598673
1700,3.8,64,2800,0.271613241
1700,3.8,64,3000,0.518916245
1700,3.8,64,3200,0.747977773
1700,3.8,64,3400,0.767993806
1700,3.8,64,3600,0.894138633
1700,3.8,64,3800,0.50074548
1700,3.8,64,4000,0.531955449
1700,3.8,66,2000,0.268277234
1700,3.8,66,2200,0.064810561
1700,3.8,66,2400,7.97E-04
1700,3.8,66,2600,0.141251524
1700,3.8,66,2800,0.59571953
1700,3.8,66,3000,0.543809344
1700,3.8,66,3200,0.793089008
1700,3.8,66,3400,0.943246583
1700,3.8,66,3600,0.866603671
1700,3.8,66,3800,0.788566068
1700,3.8,66,4000,0.495523729
1700,3.8,68,2000,0.246286549
1700,3.8,68,2200,0.104389899
1700,3.8,68,2400,0.004641588
1700,3.8,68,2600,0.153667329
1700,3.8,68,2800,0.48591534
1700,3.8,68,3000,0.411433291
1700,3.8,68,3200,0.803632359
1700,3.8,68,3400,0.956535135
1700,3.8,68,3600,0.818386204
1700,3.8,68,3800,0.750591628
1700,3.8,68,4000,0.477356231
1700,3.8,70,2000,0.231214086
1700,3.8,70,2200,0.343318423
1700,3.8,70,2400,0.007578858
1700,3.8,70,2600,0.16206948
1700,3.8,70,2800,0.467909034
1700,3.8,70,3000,0.156945978
1700,3.8,70,3200,0.803438277
1700,3.8,70,3400,0.955822018
1700,3.8,70,3600,0.617419613
1700,3.8,70,3800,0.731410598
1700,3.8,70,4000,0.464629533
1700,3.9,50,2000,0.19350406
1700,3.9,50,2200,0.094293717
1700,3.9,50,2400,0.405170038
1700,3.9,50,2600,0.451794665
1700,3.9,50,2800,0.509920679
1700,3.9,50,3000,0.637596335
1700,3.9,50,3200,0.783415233
1700,3.9,50,3400,0.791235639
1700,3.9,50,3600,0.725792788
1700,3.9,50,3800,0.48541223
1700,3.9,50,4000,0.291669081
1700,3.9,52,2000,0.194687433
1700,3.9,52,2200,0.016129162
1700,3.9,52,2400,0.172434906
1700,3.9,52,2600,0.504363964
1700,3.9,52,2800,0.788965056
1700,3.9,52,3000,0.518962862
1700,3.9,52,3200,0.675662419
1700,3.9,52,3400,0.888933144
1700,3.9,52,3600,0.650854362
1700,3.9,52,3800,0.506165968
1700,3.9,52,4000,0.30326076
1700,3.9,54,2000,0.196158374
1700,3.9,54,2200,0.192147211
1700,3.9,54,2400,0.224260247
1700,3.9,54,2600,0.51598232
1700,3.9,54,2800,0.816745902
1700,3.9,54,3000,0.279529996
1700,3.9,54,3200,0.32877503
1700,3.9,54,3400,0.906791033
1700,3.9,54,3600,0.739606796
1700,3.9,54,3800,0.527972823
1700,3.9,54,4000,0.311947265
1700,3.9,56,2000,0.198152073
1700,3.9,56,2200,0.067837405
1700,3.9,56,2400,0.21556864
1700,3.9,56,2600,0.504200786
1700,3.9,56,2800,0.787317283
1700,3.9,56,3000,0.323618679
1700,3.9,56,3200,0.893053589
1700,3.9,56,3400,0.913856822
1700,3.9,56,3600,0.751912321
1700,3.9,56,3800,0.547435205
1700,3.9,56,4000,0.307569949
1700,3.9,58,2000,0.201307718
1700,3.9,58,2200,0.103333243
1700,3.9,58,2400,0.156348595
1700,3.9,58,2600,0.475926989
1700,3.9,58,2800,0.748623551
1700,3.9,58,3000,0.416173276
1700,3.9,58,3200,0.879342766
1700,3.9,58,3400,0.915706674
1700,3.9,58,3600,0.763346676
1700,3.9,58,3800,0.569695797
1700,3.9,58,4000,0.136964667
1700,3.9,60,2000,0.209505551
1700,3.9,60,2200,0.099365338
1700,3.9,60,2400,0.017140094
1700,3.9,60,2600,0.428170552
1700,3.9,60,2800,0.716683283
1700,3.9,60,3000,0.235944395
1700,3.9,60,3200,0.598177184
1700,3.9,60,3400,0.911738365
1700,3.9,60,3600,0.773763701
1700,3.9,60,3800,0.576125591
1700,3.9,60,4000,0.193682346
1700,3.9,62,2000,0.092995868
1700,3.9,62,2200,0.091863981
1700,3.9,62,2400,0.126073018
1700,3.9,62,2600,0.33874908
1700,3.9,62,2800,0.70562292
1700,3.9,62,3000,0.346428508
1700,3.9,62,3200,0.481392547
1700,3.9,62,3400,0.896705608
1700,3.9,62,3600,0.782422664
1700,3.9,62,3800,0.664372015
1700,3.9,62,4000,0.383657089
1700,3.9,64,2000,0.216530196
1700,3.9,64,2200,0.00767933
1700,3.9,64,2400,0.212187205
1700,3.9,64,2600,0.100487553
1700,3.9,64,2800,0.421791667
1700,3.9,64,3000,0.567282997
1700,3.9,64,3200,0.768991231
1700,3.9,64,3400,0.867716194
1700,3.9,64,3600,0.87464459
1700,3.9,64,3800,0.665729736
1700,3.9,64,4000,0.348556923
1700,3.9,66,2000,0.178994717
1700,3.9,66,2200,0.002951303
1700,3.9,66,2400,0.180927796
1700,3.9,66,2600,0.233104681
1700,3.9,66,2800,0.615747016
