lambda,n,angle,h,TM
1700,3.9,66,3000,0.581687712
1700,3.9,66,3200,0.80892142
1700,3.9,66,3400,0.78043555
1700,3.9,66,3600,0.846478257
1700,3.9,66,3800,0.624832767
1700,3.9,66,4000,0.323906236
1700,3.9,68,2000,0.160508064
1700,3.9,68,2200,0.001673503
1700,3.9,68,2400,0.167919912
1700,3.9,68,2600,0.445517355
1700,3.9,68,2800,0.149330083
1700,3.9,68,3000,0.582832761
1700,3.9,68,3200,0.816846683
1700,3.9,68,3400,0.576237228
1700,3.9,68,3600,0.828519591
1700,3.9,68,3800,0.603488833
1700,3.9,68,4000,0.31109965
1700,3.9,70,2000,0.148225836
1700,3.9,70,2200,0.001235432
1700,3.9,70,2400,0.163351295
1700,3.9,70,2600,0.510127698
1700,3.9,70,2800,0.188605443
1700,3.9,70,3000,0.575659344
1700,3.9,70,3200,0.810247946
1700,3.9,70,3400,0.379727558
1700,3.9,70,3600,0.824369757
1700,3.9,70,3800,0.587820929
1700,3.9,70,4000,0.301723617
1700,4,50,2000,0.175799232
1700,4,50,2200,0.168150673
1700,4,50,2400,0.286759704
1700,4,50,2600,0.053059269
1700,4,50,2800,0.643146432
1700,4,50,3000,0.741903731
1700,4,50,3200,0.96487494
1700,4,50,3400,0.809794196
1700,4,50,3600,0.623539987
1700,4,50,3800,0.408591319
1700,4,50,4000,0.244919306
1700,4,52,2000,0.172667378
1700,4,52,2200,0.144787092
1700,4,52,2400,0.293365014
1700,4,52,2600,0.291918091
1700,4,52,2800,0.407948157
1700,4,52,3000,0.32671828
1700,4,52,3200,0.934499998
1700,4,52,3400,0.828365153
1700,4,52,3600,0.640790717
1700,4,52,3800,0.429104578
1700,4,52,4000,0.229915161
1700,4,54,2000,0.169745864
1700,4,54,2200,0.124922587
1700,4,54,2400,0.288045848
1700,4,54,2600,0.497425014
1700,4,54,2800,0.097749295
1700,4,54,3000,0.6240614
1700,4,54,3200,0.919350475
1700,4,54,3400,0.86504713
1700,4,54,3600,0.667308032
1700,4,54,3800,0.449493156
1700,4,54,4000,0.205609115
1700,4,56,2000,0.166495352
1700,4,56,2200,0.106984402
1700,4,56,2400,0.277605432
1700,4,56,2600,0.549220354
1700,4,56,2800,0.020792539
1700,4,56,3000,0.652809055
1700,4,56,3200,0.910865135
1700,4,56,3400,0.881063926
1700,4,56,3600,0.641961839
1700,4,56,3800,0.468815778
1700,4,56,4000,0.143903193
1700,4,58,2000,0.160080488
1700,4,58,2200,0.089925079
1700,4,58,2400,0.264505429
1700,4,58,2600,0.534954984
1700,4,58,2800,0.174634858
1700,4,58,3000,0.652331514
1700,4,58,3200,0.904674003
1700,4,58,3400,0.891487635
1700,4,58,3600,0.670128231
1700,4,58,3800,0.481662368
1700,4,58,4000,0.137742868
1700,4,60,2000,0.111389346
1700,4,60,2200,0.072715624
1700,4,60,2400,0.249869388
1700,4,60,2600,0.422947713
1700,4,60,2800,0.479928356
1700,4,60,3000,0.617184255
1700,4,60,3200,0.897964265
1700,4,60,3400,0.89859032
1700,4,60,3600,0.680958961
1700,4,60,3800,0.485999511
1700,4,60,4000,0.099715089
1700,4,62,2000,0.141388305
1700,4,62,2200,0.053869611
1700,4,62,2400,0.234174523
1700,4,62,2600,0.070562915
1700,4,62,2800,0.533781546
1700,4,62,3000,0.3524447
1700,4,62,3200,0.886998736
1700,4,62,3400,0.902565045
1700,4,62,3600,0.672383761
1700,4,62,3800,0.496014152
1700,4,62,4000,0.258079724
1700,4,64,2000,0.099105269
1700,4,64,2200,0.117146488
1700,4,64,2400,0.108912545
1700,4,64,2600,0.09132004
1700,4,64,2800,0.32850925
1700,4,64,3000,0.40126659
1700,4,64,3200,0.801004409
1700,4,64,3400,0.931896516
1700,4,64,3600,0.803045377
1700,4,64,3800,0.486640311
1700,4,64,4000,0.155922773
1700,4,66,2000,0.067078556
1700,4,66,2200,0.227812399
1700,4,66,2400,0.114015695
1700,4,66,2600,0.063969476
1700,4,66,2800,0.359734185
1700,4,66,3000,0.474466637
1700,4,66,3200,0.752358884
1700,4,66,3400,0.916970283
1700,4,66,3600,0.759448215
1700,4,66,3800,0.454142514
1700,4,66,4000,0.14476369
1700,4,68,2000,0.054237325
1700,4,68,2200,0.258184579
1700,4,68,2400,0.088653292
1700,4,68,2600,0.090532659
1700,4,68,2800,0.375483539
1700,4,68,3000,0.497590167
1700,4,68,3200,0.687181226
1700,4,68,3400,0.902628648
1700,4,68,3600,0.738019085
1700,4,68,3800,0.437475806
1700,4,68,4000,0.139116909
1700,4,70,2000,0.046163127
1700,4,70,2200,0.233149075
1700,4,70,2400,0.039463167
1700,4,70,2600,0.110621635
1700,4,70,2800,0.381389075
1700,4,70,3000,0.495044037
1700,4,70,3200,0.644364174
1700,4,70,3400,0.887893938
1700,4,70,3600,0.720701917
1700,4,70,3800,0.424967356
1700,4,70,4000,0.133918587
1800,1,50,2000,0
1800,1,50,2200,0
1800,1,50,2400,0
1800,1,50,2600,0
1800,1,50,2800,0
1800,1,50,3000,0
1800,1,50,3200,0
1800,1,50,3400,0
1800,1,50,3600,0
1800,1,50,3800,0
1800,1,50,4000,0
1800,1,52,2000,0
1800,1,52,2200,0
1800,1,52,2400,0
1800,1,52,2600,0
1800,1,52,2800,0
1800,1,52,3000,0
1800,1,52,3200,0
1800,1,52,3400,0
1800,1,52,3600,0
1800,1,52,3800,0
1800,1,52,4000,0
1800,1,54,2000,0
1800,1,54,2200,0
1800,1,54,2400,0
1800,1,54,2600,0
1800,1,54,2800,0
1800,1,54,3000,0
1800,1,54,3200,0
1800,1,54,3400,0
1800,1,54,3600,0
1800,1,54,3800,0
1800,1,54,4000,0
1800,1,56,2000,0
1800,1,56,2200,0
1800,1,56,2400,0
1800,1,56,2600,0
1800,1,56,2800,0
1800,1,56,3000,0
1800,1,56,3200,0
1800,1,56,3400,0
1800,1,56,3600,0
1800,1,56,3800,0
1800,1,56,4000,0
1800,1,58,2000,0
1800,1,58,2200,0
1800,1,58,2400,0
1800,1,58,2600,0
1800,1,58,2800,0
1800,1,58,3000,0
1800,1,58,3200,0
1800,1,58,3400,0
1800,1,58,3600,0
1800,1,58,3800,0
1800,1,58,4000,0
1800,1,60,2000,0
1800,1,60,2200,0
1800,1,60,2400,0
1800,1,60,2600,0
1800,1,60,2800,0
1800,1,60,3000,0
1800,1,60,3200,0
1800,1,60,3400,0
1800,1,60,3600,0
1800,1,60,3800,0
1800,1,60,4000,0
1800,1,62,2000,0
1800,1,62,2200,0
1800,1,62,2400,0
1800,1,62,2600,0
1800,1,62,2800,0
1800,1,62,3000,0
1800,1,62,3200,0
1800,1,62,3400,0
1800,1,62,3600,0
1800,1,62,3800,0
1800,1,62,4000,0
1800,1,64,2000,0
1800,1,64,2200,0
1800,1,64,2400,0
1800,1,64,2600,0
1800,1,64,2800,0
1800,1,64,3000,0
1800,1,64,3200,0
1800,1,64,3400,0
1800,1,64,3600,0
1800,1,64,3800,0
1800,1,64,4000,0
1800,1,66,2000,0
1800,1,66,2200,0
1800,1,66,2400,0
1800,1,66,2600,0
1800,1,66,2800,0
1800,1,66,3000,0
1800,1,66,3200,0
1800,1,66,3400,0
1800,1,66,3600,0
1800,1,66,3800,0
1800,1,66,4000,0
1800,1,68,2000,0
1800,1,68,2200,0
1800,1,68,2400,0
1800,1,68,2600,0
1800,1,68,2800,0
1800,1,68,3000,0
1800,1,68,3200,0
1800,1,68,3400,0
1800,1,68,3600,0
1800,1,68,3800,0
1800,1,68,4000,0
1800,1,70,2000,0
1800,1,70,2200,0
1800,1,70,2400,0
1800,1,70,2600,0
1800,1,70,2800,0
1800,1,70,3000,0
1800,1,70,3200,0
1800,1,70,3400,0
1800,1,70,3600,0
1800,1,70,3800,0
1800,1,70,4000,0
1800,1.1,50,2000,0
1800,1.1,50,2200,0
1800,1.1,50,2400,0
1800,1.1,50,2600,0
1800,1.1,50,2800,0
1800,1.1,50,3000,0
1800,1.1,50,3200,0
1800,1.1,50,3400,0
1800,1.1,50,3600,0
1800,1.1,50,3800,0
1800,1.1,50,4000,0
1800,1.1,52,2000,0
1800,1.1,52,2200,0
1800,1.1,52,2400,0
1800,1.1,52,2600,0
1800,1.1,52,2800,0
1800,1.1,52,3000,0
1800,1.1,52,3200,0
1800,1.1,52,3400,0
1800,1.1,52,3600,0
1800,1.1,52,3800,0
1800,1.1,52,4000,0
1800,1.1,54,2000,0
1800,1.1,54,2200,0
1800,1.1,54,2400,0
1800,1.1,54,2600,0
1800,1.1,54,2800,0
1800,1.1,54,3000,0
1800,1.1,54,3200,0
1800,1.1,54,3400,0
1800,1.1,54,3600,0
1800,1.1,54,3800,0
1800,1.1,54,4000,0
1800,1.1,56,2000,0
1800,1.1,56,2200,0
1800,1.1,56,2400,0
1800,1.1,56,2600,0
1800,1.1,56,2800,0
1800,1.1,56,3000,0
1800,1.1,56,3200,0
1800,1.1,56,3400,0
1800,1.1,56,3600,0
1800,1.1,56,3800,0
1800,1.1,56,4000,0
1800,1.1,58,2000,0
1800,1.1,58,2200,0
1800,1.1,58,2400,0
1800,1.1,58,2600,0
1800,1.1,58,2800,0
1800,1.1,58,3000,0
1800,1.1,58,3200,0
1800,1.1,58,3400,0
1800,1.1,58,3600,0
1800,1.1,58,3800,0
1800,1.1,58,4000,0
1800,1.1,60,2000,0
1800,1.1,60,2200,0
1800,1.1,60,2400,0
1800,1.1,60,2600,0
1800,1.1,60,2800,0
1800,1.1,60,3000,0
1800,1.1,60,3200,0
1800,1.1,60,3400,0
1800,1.1,60,3600,0
1800,1.1,60,3800,0
1800,1.1,60,4000,0
1800,1.1,62,2000,0
1800,1.1,62,2200,0
1800,1.1,62,2400,0
1800,1.1,62,2600,0
1800,1.1,62,2800,0
1800,1.1,62,3000,0
1800,1.1,62,3200,0
1800,1.1,62,3400,0
1800,1.1,62,3600,0
1800,1.1,62,3800,0
1800,1.1,62,4000,0
1800,1.1,64,2000,0
1800,1.1,64,2200,0
1800,1.1,64,2400,0
1800,1.1,64,2600,0
1800,1.1,64,2800,0
1800,1.1,64,3000,0
1800,1.1,64,3200,0
1800,1.1,64,3400,0
1800,1.1,64,3600,0
1800,1.1,64,3800,0
1800,1.1,64,4000,0
1800,1.1,66,2000,0.025905125
1800,1.1,66,2200,0.027485073
1800,1.1,66,2400,0.028188326
1800,1.1,66,2600,0.027990195
1800,1.1,66,2800,0.027091131
1800,1.1,66,3000,0.025681398
1800,1.1,66,3200,0.023934769
1800,1.1,66,3400,0.022019176
1800,1.1,66,3600,0.020054933
1800,1.1,66,3800,0.018149464
1800,1.1,66,4000,0.016334626
1800,1.1,68,2000,0.042912276
1800,1.1,68,2200,0.046774404
1800,1.1,68,2400,0.049242112
1800,1.1,68,2600,0.050199472
1800,1.1,68,2800,0.049834596
1800,1.1,68,3000,0.048375667
1800,1.1,68,3200,0.046034549
1800,1.1,68,3400,0.043107521
1800,1.1,68,3600,0.039824151
1800,1.1,68,3800,0.036345958
1800,1.1,68,4000,0.032882337
1800,1.1,70,2000,0.059611141
1800,1.1,70,2200,0.06662854
1800,1.1,70,2400,0.071964028
1800,1.1,70,2600,0.075362254
1800,1.1,70,2800,0.076891302
1800,1.1,70,3000,0.076717132
1800,1.1,70,3200,0.074979997
1800,1.1,70,3400,0.072021931
1800,1.1,70,3600,0.068137181
1800,1.1,70,3800,0.063490342
1800,1.1,70,4000,0.058479736
1800,1.2,50,2000,0
1800,1.2,50,2200,0
1800,1.2,50,2400,0
1800,1.2,50,2600,0
1800,1.2,50,2800,0
1800,1.2,50,3000,0
1800,1.2,50,3200,0
1800,1.2,50,3400,0
1800,1.2,50,3600,0
1800,1.2,50,3800,0
1800,1.2,50,4000,0
1800,1.2,52,2000,0
1800,1.2,52,2200,0
1800,1.2,52,2400,0
1800,1.2,52,2600,0
1800,1.2,52,2800,0
1800,1.2,52,3000,0
1800,1.2,52,3200,0
1800,1.2,52,3400,0
1800,1.2,52,3600,0
1800,1.2,52,3800,0
1800,1.2,52,4000,0
1800,1.2,54,2000,0.01133535
1800,1.2,54,2200,0.010247074
1800,1.2,54,2400,0.009028948
1800,1.2,54,2600,0.007823921
1800,1.2,54,2800,0.006720186
1800,1.2,54,3000,0.005754436
1800,1.2,54,3200,0.00494645
1800,1.2,54,3400,0.00428822
1800,1.2,54,3600,0.003753971
1800,1.2,54,3800,0.003334101
1800,1.2,54,4000,0.002986812
1800,1.2,56,2000,0.024323501
1800,1.2,56,2200,0.022381047
1800,1.2,56,2400,0.019959505
1800,1.2,56,2600,0.01737481
1800,1.2,56,2800,0.014889863
1800,1.2,56,3000,0.012628105
1800,1.2,56,3200,0.010674529
1800,1.2,56,3400,0.009050119
1800,1.2,56,3600,0.007732255
1800,1.2,56,3800,0.006689466
1800,1.2,56,4000,0.005836678
1800,1.2,58,2000,0.03730708
1800,1.2,58,2200,0.0350396
1800,1.2,58,2400,0.03175687
1800,1.2,58,2600,0.027965536
1800,1.2,58,2800,0.024094376
1800,1.2,58,3000,0.020390046
1800,1.2,58,3200,0.017053148
1800,1.2,58,3400,0.014180163
1800,1.2,58,3600,0.011800516
1800,1.2,58,3800,0.009877477
1800,1.2,58,4000,0.008316565
1800,1.2,60,2000,0.05189118
1800,1.2,60,2200,0.049926687
1800,1.2,60,2400,0.046256416
1800,1.2,60,2600,0.041522935
1800,1.2,60,2800,0.03630087
1800,1.2,60,3000,0.030972667
1800,1.2,60,3200,0.025906245
1800,1.2,60,3400,0.021333119
1800,1.2,60,3600,0.017402937
1800,1.2,60,3800,0.014124335
1800,1.2,60,4000,0.011448703
1800,1.2,62,2000,0.06847898
1800,1.2,62,2200,0.067651742
1800,1.2,62,2400,0.064344104
1800,1.2,62,2600,0.059235186
1800,1.2,62,2800,0.052993789
1800,1.2,62,3000,0.046122305
1800,1.2,62,3200,0.039183242
1800,1.2,62,3400,0.032585132
1800,1.2,62,3600,0.02665514
1800,1.2,62,3800,0.02150669
1800,1.2,62,4000,0.017208536
1800,1.2,64,2000,0.087012766
1800,1.2,64,2200,0.088318203
1800,1.2,64,2400,0.086415109
1800,1.2,64,2600,0.081928185
1800,1.2,64,2800,0.07553499
1800,1.2,64,3000,0.067807152
1800,1.2,64,3200,0.059467313
1800,1.2,64,3400,0.051076433
1800,1.2,64,3600,0.043142073
1800,1.2,64,3800,0.035918661
1800,1.2,64,4000,0.029661819
1800,1.2,66,2000,0.107079637
1800,1.2,66,2200,0.111564689
1800,1.2,66,2400,0.112326808
1800,1.2,66,2600,0.109889498
1800,1.2,66,2800,0.104853054
1800,1.2,66,3000,0.097785145
1800,1.2,66,3200,0.089472361
1800,1.2,66,3400,0.080527398
1800,1.2,66,3600,0.071567795
1800,1.2,66,3800,0.062958374
1800,1.2,66,4000,0.055137732
1800,1.2,68,2000,0.1279921
1800,1.2,68,2200,0.136609857
1800,1.2,68,2400,0.141342015
1800,1.2,68,2600,0.142614639
1800,1.2,68,2800,0.14090902
1800,1.2,68,3000,0.136728676
1800,1.2,68,3200,0.130811401
1800,1.2,68,3400,0.123681885
1800,1.2,68,3600,0.11593089
1800,1.2,68,3800,0.107893126
1800,1.2,68,4000,0.100030473
1800,1.2,70,2000,0.148884429
1800,1.2,70,2200,0.162355019
1800,1.2,70,2400,0.172175108
1800,1.2,70,2600,0.178705249
1800,1.2,70,2800,0.182325096
1800,1.2,70,3000,0.183452425
1800,1.2,70,3200,0.182694081
1800,1.2,70,3400,0.180358226
1800,1.2,70,3600,0.176835912
1800,1.2,70,3800,0.172201521
1800,1.2,70,4000,0.166662203
1800,1.3,50,2000,0.027451412
1800,1.3,50,2200,0.023121864
1800,1.3,50,2400,0.018813084
1800,1.3,50,2600,0.014908677
1800,1.3,50,2800,0.011599265
1800,1.3,50,3000,0.008928293
1800,1.3,50,3200,0.006853973
1800,1.3,50,3400,0.005283187
1800,1.3,50,3600,0.004100568
1800,1.3,50,3800,0.003218634
1800,1.3,50,4000,0.00254662
1800,1.3,52,2000,0.03681368
1800,1.3,52,2200,0.031435706
1800,1.3,52,2400,0.025766611
1800,1.3,52,2600,0.020391652
1800,1.3,52,2800,0.015659145
1800,1.3,52,3000,0.011738164
1800,1.3,52,3200,0.008651706
1800,1.3,52,3400,0.00632234
1800,1.3,52,3600,0.004599738
1800,1.3,52,3800,0.00334928
1800,1.3,52,4000,0.002440191
1800,1.3,54,2000,0.047755155
1800,1.3,54,2200,0.041589544
1800,1.3,54,2400,0.034648272
1800,1.3,54,2600,0.027733078
1800,1.3,54,2800,0.021394769
1800,1.3,54,3000,0.015989606
1800,1.3,54,3200,0.011657374
1800,1.3,54,3400,0.008364106
1800,1.3,54,3600,0.005945878
1800,1.3,54,3800,0.00422172
1800,1.3,54,4000,0.003032
1800,1.3,56,2000,0.06051182
1800,1.3,56,2200,0.054029357
1800,1.3,56,2400,0.046167751
1800,1.3,56,2600,0.037919338
1800,1.3,56,2800,0.030046636
1800,1.3,56,3000,0.023124101
1800,1.3,56,3200,0.017450464
1800,1.3,56,3400,0.013067072
1800,1.3,56,3600,0.009835086
1800,1.3,56,3800,0.007539092
1800,1.3,56,4000,0.005995677
1800,1.3,58,2000,0.075139369
1800,1.3,58,2200,0.069062562
1800,1.3,58,2400,0.060992174
1800,1.3,58,2600,0.052041681
1800,1.3,58,2800,0.0431499
1800,1.3,58,3000,0.035091275
1800,1.3,58,3200,0.028327941
1800,1.3,58,3400,0.022979345
1800,1.3,58,3600,0.018951692
1800,1.3,58,3800,0.015992307
1800,1.3,58,4000,0.01387507
1800,1.3,60,2000,0.091503217
1800,1.3,60,2200,0.086776789
1800,1.3,60,2400,0.079575218
1800,1.3,60,2600,0.071043793
1800,1.3,60,2800,0.06222572
1800,1.3,60,3000,0.05400801
1800,1.3,60,3200,0.046936651
1800,1.3,60,3400,0.041135931
1800,1.3,60,3600,0.036513711
1800,1.3,60,3800,0.032749946
1800,1.3,60,4000,0.029546967
1800,1.3,62,2000,0.109278
1800,1.3,62,2200,0.106965006
1800,1.3,62,2400,0.101970335
1800,1.3,62,2600,0.09539413
1800,1.3,62,2800,0.088288518
1800,1.3,62,3000,0.081486189
1800,1.3,62,3200,0.075426803
1800,1.3,62,3400,0.070077352
1800,1.3,62,3600,0.065243045
1800,1.3,62,3800,0.060523839
1800,1.3,62,4000,0.055576556
1800,1.3,64,2000,0.127978214
1800,1.3,64,2200,0.1291133
1800,1.3,64,2400,0.127729227
1800,1.3,64,2600,0.124834362
1800,1.3,64,2800,0.121380996
1800,1.3,64,3000,0.117920765
1800,1.3,64,3200,0.11452326
1800,1.3,64,3400,0.110813029
1800,1.3,64,3600,0.106414842
1800,1.3,64,3800,0.100908956
1800,1.3,64,4000,0.093984248
1800,1.3,66,2000,0.147015611
1800,1.3,66,2200,0.15246436
1800,1.3,66,2400,0.155938781
1800,1.3,66,2600,0.158333881
1800,1.3,66,2800,0.160389018
1800,1.3,66,3000,0.162146847
1800,1.3,66,3200,0.163078863
1800,1.3,66,3400,0.162375063
1800,1.3,66,3600,0.159502069
1800,1.3,66,3800,0.154103907
1800,1.3,66,4000,0.145957459
1800,1.3,68,2000,0.165758452
1800,1.3,68,2200,0.17612096
1800,1.3,68,2400,0.185365416
1800,1.3,68,2600,0.194257892
1800,1.3,68,2800,0.203222704
1800,1.3,68,3000,0.211644485
1800,1.3,68,3200,0.218318362
1800,1.3,68,3400,0.22205157
1800,1.3,68,3600,0.222237543
1800,1.3,68,3800,0.218618561
1800,1.3,68,4000,0.21110655
1800,1.3,70,2000,0.183564418
1800,1.3,70,2200,0.199133371
1800,1.3,70,2400,0.214620458
1800,1.3,70,2600,0.23063883
1800,1.3,70,2800,0.247231318
1800,1.3,70,3000,0.263112444
1800,1.3,70,3200,0.27650087
1800,1.3,70,3400,0.28595819
1800,1.3,70,3600,0.290876598
1800,1.3,70,3800,0.291097755
1800,1.3,70,4000,0.286752214
1800,1.4,50,2000,0.047931307
1800,1.4,50,2200,0.038892768
1800,1.4,50,2400,0.030297047
1800,1.4,50,2600,0.023031923
1800,1.4,50,2800,0.017494997
1800,1.4,50,3000,0.013597592
1800,1.4,50,3200,0.011067523
1800,1.4,50,3400,0.009493797
1800,1.4,50,3600,0.008550145
1800,1.4,50,3800,0.007957737
1800,1.4,50,4000,0.007522499
1800,1.4,52,2000,0.058130807
1800,1.4,52,2200,0.04887826
1800,1.4,52,2400,0.039962265
1800,1.4,52,2600,0.032446172
1800,1.4,52,2800,0.026813399
1800,1.4,52,3000,0.022929312
1800,1.4,52,3200,0.020437271
1800,1.4,52,3400,0.018765864
1800,1.4,52,3600,0.017496456
1800,1.4,52,3800,0.016329438
1800,1.4,52,4000,0.015092628
1800,1.4,54,2000,0.06973911
1800,1.4,54,2200,0.061134983
1800,1.4,54,2400,0.052842599
1800,1.4,54,2600,0.046009119
1800,1.4,54,2800,0.041081039
1800,1.4,54,3000,0.037766721
1800,1.4,54,3200,0.035520178
1800,1.4,54,3400,0.033570177
1800,1.4,54,3600,0.031421187
1800,1.4,54,3800,0.02885946
1800,1.4,54,4000,0.025871821
1800,1.4,56,2000,0.082631056
1800,1.4,56,2200,0.075694832
1800,1.4,56,2400,0.069189263
1800,1.4,56,2600,0.064198997
1800,1.4,56,2800,0.060947134
1800,1.4,56,3000,0.058838484
1800,1.4,56,3200,0.057016787
1800,1.4,56,3400,0.054542205
1800,1.4,56,3600,0.050914485
1800,1.4,56,3800,0.046143877
1800,1.4,56,4000,0.04050918
1800,1.4,58,2000,0.096557093
1800,1.4,58,2200,0.092344677
1800,1.4,58,2400,0.088862333
1800,1.4,58,2600,0.086946524
1800,1.4,58,2800,0.086387519
1800,1.4,58,3000,0.086155758
1800,1.4,58,3200,0.085023603
1800,1.4,58,3400,0.081996051
1800,1.4,58,3600,0.076652026
1800,1.4,58,3800,0.069305951
1800,1.4,58,4000,0.06060818
1800,1.4,60,2000,0.111187975
1800,1.4,60,2200,0.110668641
1800,1.4,60,2400,0.111358457
1800,1.4,60,2600,0.113654766
1800,1.4,60,2800,0.116740937
1800,1.4,60,3000,0.119093378
1800,1.4,60,3200,0.119159835
1800,1.4,60,3400,0.116022741
1800,1.4,60,3600,0.109385201
1800,1.4,60,3800,0.099871385
1800,1.4,60,4000,0.088539345
1800,1.4,62,2000,0.126167099
1800,1.4,62,2200,0.130127069
1800,1.4,62,2400,0.13591644
1800,1.4,62,2600,0.143335879
1800,1.4,62,2800,0.150872043
1800,1.4,62,3000,0.156543814
1800,1.4,62,3200,0.158604486
1800,1.4,62,3400,0.156314056
1800,1.4,62,3600,0.149530386
1800,1.4,62,3800,0.139158729
1800,1.4,62,4000,0.126613165
1800,1.4,64,2000,0.141146329
1800,1.4,64,2200,0.150130145
1800,1.4,64,2400,0.161637831
1800,1.4,64,2600,0.1747777
1800,1.4,64,2800,0.187352431
1800,1.4,64,3000,0.197037752
1800,1.4,64,3200,0.202049638
1800,1.4,64,3400,0.201903967
1800,1.4,64,3600,0.196674317
1800,1.4,64,3800,0.187496781
1800,1.4,64,4000,0.175945752
1800,1.4,66,2000,0.155793495
1800,1.4,66,2200,0.170079697
1800,1.4,66,2400,0.187578219
1800,1.4,66,2600,0.206683718
1800,1.4,66,2800,0.224616455
1800,1.4,66,3000,0.238859742
1800,1.4,66,3200,0.247737372
1800,1.4,66,3400,0.251101691
1800,1.4,66,3600,0.249326206
1800,1.4,66,3800,0.243692196
1800,1.4,66,4000,0.235632188
1800,1.4,68,2000,0.169773858
1800,1.4,68,2200,0.189375332
1800,1.4,68,2400,0.212795745
1800,1.4,68,2600,0.237768616
1800,1.4,68,2800,0.261091917
1800,1.4,68,3000,0.280204821
1800,1.4,68,3200,0.293652493
1800,1.4,68,3400,0.301693936
1800,1.4,68,3600,0.305061309
1800,1.4,68,3800,0.30506428
1800,1.4,68,4000,0.302706895
1800,1.4,70,2000,0.182714206
1800,1.4,70,2200,0.207392839
1800,1.4,70,2400,0.236359507
1800,1.4,70,2600,0.266805527
1800,1.4,70,2800,0.295294435
1800,1.4,70,3000,0.319340252
1800,1.4,70,3200,0.337772491
1800,1.4,70,3400,0.351276022
1800,1.4,70,3600,0.360936574
1800,1.4,70,3800,0.367977464
1800,1.4,70,4000,0.372809283
1800,1.5,50,2000,0.069386692
1800,1.5,50,2200,0.064367111
1800,1.5,50,2400,0.062339578
1800,1.5,50,2600,0.06246956
1800,1.5,50,2800,0.063100027
1800,1.5,50,3000,0.062656365
1800,1.5,50,3200,0.060235056
1800,1.5,50,3400,0.055737573
1800,1.5,50,3600,0.04968116
1800,1.5,50,3800,0.042927519
1800,1.5,50,4000,0.036243247
1800,1.5,52,2000,0.08116755
1800,1.5,52,2200,0.079511276
1800,1.5,52,2400,0.081057283
1800,1.5,52,2600,0.084247501
1800,1.5,52,2800,0.086836922
1800,1.5,52,3000,0.086852848
1800,1.5,52,3200,0.083441299
1800,1.5,52,3400,0.076884143
1800,1.5,52,3600,0.068166828
1800,1.5,52,3800,0.058769036
1800,1.5,52,4000,0.050111633
1800,1.5,54,2000,0.093478567
1800,1.5,54,2200,0.095964718
1800,1.5,54,2400,0.101781499
1800,1.5,54,2600,0.108562696
1800,1.5,54,2800,0.113524167
1800,1.5,54,3000,0.114401967
1800,1.5,54,3200,0.110448091
1800,1.5,54,3400,0.102335763
1800,1.5,54,3600,0.091590007
1800,1.5,54,3800,0.080396103
1800,1.5,54,4000,0.070778399
1800,1.5,56,2000,0.105921301
1800,1.5,56,2200,0.113064949
1800,1.5,56,2400,0.123584823
1800,1.5,56,2600,0.134346101
1800,1.5,56,2800,0.142156203
1800,1.5,56,3000,0.144588621
1800,1.5,56,3200,0.141022095
1800,1.5,56,3400,0.132518435
1800,1.5,56,3600,0.121174125
1800,1.5,56,3800,0.109751293
1800,1.5,56,4000,0.100570437
1800,1.5,58,2000,0.118162774
1800,1.5,58,2200,0.1302009
1800,1.5,58,2400,0.145578503
1800,1.5,58,2600,0.160532766
1800,1.5,58,2800,0.171629478
1800,1.5,58,3000,0.17640918
1800,1.5,58,3200,0.174440204
1800,1.5,58,3400,0.167184294
1800,1.5,58,3600,0.157208265
1800,1.5,58,3800,0.147502388
1800,1.5,58,4000,0.140229915
1800,1.5,60,2000,0.129962772
1800,1.5,60,2200,0.146877044
1800,1.5,60,2400,0.167001056
1800,1.5,60,2600,0.186132874
1800,1.5,60,2800,0.200766895
1800,1.5,60,3000,0.208561507
1800,1.5,60,3200,0.209408042
1800,1.5,60,3400,0.205158442
1800,1.5,60,3600,0.198605745
1800,1.5,60,3800,0.192539415
1800,1.5,60,4000,0.188547252
1800,1.5,62,2000,0.141165213
1800,1.5,62,2200,0.162726865
1800,1.5,62,2400,0.187254516
