lambda,n,angle,h,TE
1700,2.6,60,2000,0.06815742
1700,2.6,60,2200,0.032607418
1700,2.6,60,2400,0.144819283
1700,2.6,60,2600,0.355648388
1700,2.6,60,2800,0.604367209
1700,2.6,60,3000,0.834118664
1700,2.6,60,3200,0.960562388
1700,2.6,60,3400,0.954418322
1700,2.6,60,3600,0.810459883
1700,2.6,60,3800,0.578347071
1700,2.6,60,4000,0.333402839
1700,2.6,62,2000,0.081928859
1700,2.6,62,2200,0.036872355
1700,2.6,62,2400,0.134768426
1700,2.6,62,2600,0.329600775
1700,2.6,62,2800,0.570427394
1700,2.6,62,3000,0.802201819
1700,2.6,62,3200,0.941354435
1700,2.6,62,3400,0.958767292
1700,2.6,62,3600,0.841405528
1700,2.6,62,3800,0.631608553
1700,2.6,62,4000,0.393301221
1700,2.6,64,2000,0.104243863
1700,2.6,64,2200,0.017479969
1700,2.6,64,2400,0.05902398
1700,2.6,64,2600,0.213277272
1700,2.6,64,2800,0.438250697
1700,2.6,64,3000,0.675563758
1700,2.6,64,3200,0.852307785
1700,2.6,64,3400,0.920551716
1700,2.6,64,3600,0.853151688
1700,2.6,64,3800,0.675731945
1700,2.6,64,4000,0.441308055
1700,2.6,66,2000,0.115039142
1700,2.6,66,2200,0.015028138
1700,2.6,66,2400,0.037068962
1700,2.6,66,2600,0.175797911
1700,2.6,66,2800,0.392352375
1700,2.6,66,3000,0.629631025
1700,2.6,66,3200,0.81802491
1700,2.6,66,3400,0.902594095
1700,2.6,66,3600,0.853253268
1700,2.6,66,3800,0.689405169
1700,2.6,66,4000,0.459556608
1700,2.6,68,2000,0.120561772
1700,2.6,68,2200,0.015123937
1700,2.6,68,2400,0.027179872
1700,2.6,68,2600,0.156641987
1700,2.6,68,2800,0.366775966
1700,2.6,68,3000,0.602273482
1700,2.6,68,3200,0.795501744
1700,2.6,68,3400,0.887743791
1700,2.6,68,3600,0.848428383
1700,2.6,68,3800,0.693247204
1700,2.6,68,4000,0.467594171
1700,2.6,70,2000,0.122744648
1700,2.6,70,2200,0.015504679
1700,2.6,70,2400,0.021558082
1700,2.6,70,2600,0.144190981
1700,2.6,70,2800,0.348383443
1700,2.6,70,3000,0.58079376
1700,2.6,70,3200,0.775486344
1700,2.6,70,3400,0.871317387
1700,2.6,70,3600,0.838418258
1700,2.6,70,3800,0.689801794
1700,2.6,70,4000,0.468363307
1700,2.7,50,2000,0.001455539
1700,2.7,50,2200,0.146923159
1700,2.7,50,2400,0.309933057
1700,2.7,50,2600,0.563087533
1700,2.7,50,2800,0.761554916
1700,2.7,50,3000,0.84340578
1700,2.7,50,3200,0.777543218
1700,2.7,50,3400,0.583246115
1700,2.7,50,3600,0.322675704
1700,2.7,50,3800,0.139666616
1700,2.7,50,4000,0.008187036
1700,2.7,52,2000,0.00549744
1700,2.7,52,2200,0.078850639
1700,2.7,52,2400,0.295907974
1700,2.7,52,2600,0.549468856
1700,2.7,52,2800,0.776150756
1700,2.7,52,3000,0.896063686
1700,2.7,52,3200,0.802014715
1700,2.7,52,3400,0.658923
1700,2.7,52,3600,0.391699364
1700,2.7,52,3800,0.152245401
1700,2.7,52,4000,0.015946949
1700,2.7,54,2000,0.011480327
1700,2.7,54,2200,0.072439587
1700,2.7,54,2400,0.280060417
1700,2.7,54,2600,0.53605213
1700,2.7,54,2800,0.782985293
1700,2.7,54,3000,0.925357885
1700,2.7,54,3200,0.909041375
1700,2.7,54,3400,0.734061292
1700,2.7,54,3600,0.466219171
1700,2.7,54,3800,0.278612159
1700,2.7,54,4000,0.037677391
1700,2.7,56,2000,0.01954871
1700,2.7,56,2200,0.067921112
1700,2.7,56,2400,0.26471552
1700,2.7,56,2600,0.520553518
1700,2.7,56,2800,0.77614526
1700,2.7,56,3000,0.936503596
1700,2.7,56,3200,0.943626252
1700,2.7,56,3400,0.793051456
1700,2.7,56,3600,0.536555507
1700,2.7,56,3800,0.274942273
1700,2.7,56,4000,0.076388189
1700,2.7,58,2000,0.02861102
1700,2.7,58,2200,0.064753996
1700,2.7,58,2400,0.24771982
1700,2.7,58,2600,0.496301629
1700,2.7,58,2800,0.757011041
1700,2.7,58,3000,0.932075982
1700,2.7,58,3200,0.962881912
1700,2.7,58,3400,0.838053066
1700,2.7,58,3600,0.600563829
1700,2.7,58,3800,0.340602597
1700,2.7,58,4000,0.122731832
1700,2.7,60,2000,0.038098137
1700,2.7,60,2200,0.062902365
1700,2.7,60,2400,0.230952606
1700,2.7,60,2600,0.469314027
1700,2.7,60,2800,0.730269218
1700,2.7,60,3000,0.9151318
1700,2.7,60,3200,0.967170762
1700,2.7,60,3400,0.868550611
1700,2.7,60,3600,0.65392963
1700,2.7,60,3800,0.401779794
1700,2.7,60,4000,0.172073933
1700,2.7,62,2000,0.047420429
1700,2.7,62,2200,0.062051823
1700,2.7,62,2400,0.215009822
1700,2.7,62,2600,0.441497623
1700,2.7,62,2800,0.698977391
1700,2.7,62,3000,0.889689968
1700,2.7,62,3200,0.960024801
1700,2.7,62,3400,0.886223788
1700,2.7,62,3600,0.69558522
1700,2.7,62,3800,0.454814314
1700,2.7,62,4000,0.219341143
1700,2.7,64,2000,0.056518752
1700,2.7,64,2200,0.019650958
1700,2.7,64,2400,0.1190686
1700,2.7,64,2600,0.317604286
1700,2.7,64,2800,0.56605719
1700,2.7,64,3000,0.782630168
1700,2.7,64,3200,0.902200399
1700,2.7,64,3400,0.881611395
1700,2.7,64,3600,0.731991964
1700,2.7,64,3800,0.503195433
1700,2.7,64,4000,0.2557624
1700,2.7,66,2000,0.06306382
1700,2.7,66,2200,0.008984189
1700,2.7,66,2400,0.08887209
1700,2.7,66,2600,0.274904122
1700,2.7,66,2800,0.517673156
1700,2.7,66,3000,0.741731469
1700,2.7,66,3200,0.876585049
1700,2.7,66,3400,0.87468667
1700,2.7,66,3600,0.741415504
1700,2.7,66,3800,0.519931713
1700,2.7,66,4000,0.272013837
1700,2.7,68,2000,0.066976624
1700,2.7,68,2200,0.004988415
1700,2.7,68,2400,0.074107248
1700,2.7,68,2600,0.25170362
1700,2.7,68,2800,0.489366357
1700,2.7,68,3000,0.715722268
1700,2.7,68,3200,0.857235184
1700,2.7,68,3400,0.865289289
1700,2.7,68,3600,0.742077361
1700,2.7,68,3800,0.52631409
1700,2.7,68,4000,0.280247546
1700,2.7,70,2000,0.068898944
1700,2.7,70,2200,0.003081543
1700,2.7,70,2400,0.064973504
1700,2.7,70,2600,0.235549696
1700,2.7,70,2800,0.467775977
1700,2.7,70,3000,0.693697767
1700,2.7,70,3200,0.837802538
1700,2.7,70,3400,0.851883155
1700,2.7,70,3600,0.736057259
1700,2.7,70,3800,0.525502478
1700,2.7,70,4000,0.282742363
1700,2.8,50,2000,0.041491564
1700,2.8,50,2200,0.15474743
1700,2.8,50,2400,0.406780309
1700,2.8,50,2600,0.653880436
1700,2.8,50,2800,0.816988932
1700,2.8,50,3000,0.846974698
1700,2.8,50,3200,0.709964227
1700,2.8,50,3400,0.45943887
1700,2.8,50,3600,0.202724513
1700,2.8,50,3800,0.032506739
1700,2.8,50,4000,0.013084458
1700,2.8,52,2000,0.008402303
1700,2.8,52,2200,0.145334663
1700,2.8,52,2400,0.399009024
1700,2.8,52,2600,0.659682949
1700,2.8,52,2800,0.856331937
1700,2.8,52,3000,0.910208632
1700,2.8,52,3200,0.771761586
1700,2.8,52,3400,0.528948528
1700,2.8,52,3600,0.255998061
1700,2.8,52,3800,0.060083507
1700,2.8,52,4000,0.002347525
1700,2.8,54,2000,0.012490797
1700,2.8,54,2200,0.136984056
1700,2.8,54,2400,0.482179903
1700,2.8,54,2600,0.656733967
1700,2.8,54,2800,0.868635082
1700,2.8,54,3000,0.940277016
1700,2.8,54,3200,0.840403063
1700,2.8,54,3400,0.592195871
1700,2.8,54,3600,0.313096252
1700,2.8,54,3800,0.094252415
1700,2.8,54,4000,0.005523822
1700,2.8,56,2000,0.016938672
1700,2.8,56,2200,0.128699526
1700,2.8,56,2400,0.354056655
1700,2.8,56,2600,0.616133319
1700,2.8,56,2800,0.866191645
1700,2.8,56,3000,0.957291585
1700,2.8,56,3200,0.880651599
1700,2.8,56,3400,0.65554902
1700,2.8,56,3600,0.386001058
1700,2.8,56,3800,0.1469065
1700,2.8,56,4000,0.021177222
1700,2.8,58,2000,0.022876717
1700,2.8,58,2200,0.121305525
1700,2.8,58,2400,0.33881387
1700,2.8,58,2600,0.608673306
1700,2.8,58,2800,0.851751273
1700,2.8,58,3000,0.962615199
1700,2.8,58,3200,0.907790254
1700,2.8,58,3400,0.705532236
1700,2.8,58,3600,0.44221452
1700,2.8,58,3800,0.191079698
1700,2.8,58,4000,0.046158885
1700,2.8,60,2000,0.024098138
1700,2.8,60,2200,0.115228361
1700,2.8,60,2400,0.324728089
1700,2.8,60,2600,0.585332912
1700,2.8,60,2800,0.829077875
1700,2.8,60,3000,0.952713047
1700,2.8,60,3200,0.922731016
1700,2.8,60,3400,0.746087791
1700,2.8,60,3600,0.509877884
1700,2.8,60,3800,0.239660088
1700,2.8,60,4000,0.076165753
1700,2.8,62,2000,0.031970568
1700,2.8,62,2200,0.109108298
1700,2.8,62,2400,0.291123488
1700,2.8,62,2600,0.552291721
1700,2.8,62,2800,0.810774321
1700,2.8,62,3000,0.936029816
1700,2.8,62,3200,0.927145915
1700,2.8,62,3400,0.773491588
1700,2.8,62,3600,0.543243862
1700,2.8,62,3800,0.286380249
1700,2.8,62,4000,0.109757665
1700,2.8,64,2000,0.026621818
1700,2.8,64,2200,0.044505343
1700,2.8,64,2400,0.190093696
1700,2.8,64,2600,0.425457024
1700,2.8,64,2800,0.675567083
1700,2.8,64,3000,0.85373608
1700,2.8,64,3200,0.89826751
1700,2.8,64,3400,0.797255573
1700,2.8,64,3600,0.591439692
1700,2.8,64,3800,0.331372433
1700,2.8,64,4000,0.118729385
1700,2.8,66,2000,0.028413613
1700,2.8,66,2200,0.025353517
1700,2.8,66,2400,0.153767253
1700,2.8,66,2600,0.377863485
1700,2.8,66,2800,0.628749778
1700,2.8,66,3000,0.819497555
1700,2.8,66,3200,0.882091115
1700,2.8,66,3400,0.799952456
1700,2.8,66,3600,0.603976243
1700,2.8,66,3800,0.348128555
1700,2.8,66,4000,0.12622871
1700,2.8,68,2000,0.030207651
1700,2.8,68,2200,0.016973412
1700,2.8,68,2400,0.13560226
1700,2.8,68,2600,0.351357838
1700,2.8,68,2800,0.600278927
1700,2.8,68,3000,0.795589261
1700,2.8,68,3200,0.867104954
1700,2.8,68,3400,0.795997989
1700,2.8,68,3600,0.607299816
1700,2.8,68,3800,0.355792368
1700,2.8,68,4000,0.131618231
1700,2.8,70,2000,0.031414224
1700,2.8,70,2200,0.012235685
1700,2.8,70,2400,0.123322485
1700,2.8,70,2600,0.331624692
1700,2.8,70,2800,0.577167372
1700,2.8,70,3000,0.773377547
1700,2.8,70,3200,0.849627876
1700,2.8,70,3400,0.786418358
1700,2.8,70,3600,0.60391161
1700,2.8,70,3800,0.357282703
1700,2.8,70,4000,0.133979619
1700,2.9,50,2000,0.030380797
1700,2.9,50,2200,0.227102012
1700,2.9,50,2400,0.497045371
1700,2.9,50,2600,0.740582199
1700,2.9,50,2800,0.876366944
1700,2.9,50,3000,0.823211192
1700,2.9,50,3200,0.618207321
1700,2.9,50,3400,0.337271563
1700,2.9,50,3600,0.108698907
1700,2.9,50,3800,0.001965757
1700,2.9,50,4000,0.076397805
1700,2.9,52,2000,0.032485538
1700,2.9,52,2200,0.215388339
1700,2.9,52,2400,0.490436595
1700,2.9,52,2600,0.751433549
1700,2.9,52,2800,0.901089357
1700,2.9,52,3000,0.874179336
1700,2.9,52,3200,0.680431083
1700,2.9,52,3400,0.402119368
1700,2.9,52,3600,0.145061495
1700,2.9,52,3800,0.007669798
1700,2.9,52,4000,0.047923357
1700,2.9,54,2000,0.03286157
1700,2.9,54,2200,0.20728769
1700,2.9,54,2400,0.48324396
1700,2.9,54,2600,0.749541173
1700,2.9,54,2800,0.918969807
1700,2.9,54,3000,0.955468719
1700,2.9,54,3200,0.735791105
1700,2.9,54,3400,0.462634423
1700,2.9,54,3600,0.193069691
1700,2.9,54,3800,0.025144286
1700,2.9,54,4000,0.037523713
1700,2.9,56,2000,0.033812518
1700,2.9,56,2200,0.19609598
1700,2.9,56,2400,0.418991822
1700,2.9,56,2600,0.738572122
1700,2.9,56,2800,0.920973263
1700,2.9,56,3000,0.941149966
1700,2.9,56,3200,0.777243214
1700,2.9,56,3400,0.520211798
1700,2.9,56,3600,0.242628359
1700,2.9,56,3800,0.054723947
1700,2.9,56,4000,0.035725414
1700,2.9,58,2000,0.035525661
1700,2.9,58,2200,0.185136438
1700,2.9,58,2400,0.427501613
1700,2.9,58,2600,0.733153213
1700,2.9,58,2800,0.911398114
1700,2.9,58,3000,0.950902776
1700,2.9,58,3200,0.816518343
1700,2.9,58,3400,0.569130773
1700,2.9,58,3600,0.292726864
1700,2.9,58,3800,0.089253254
1700,2.9,58,4000,0.041330401
1700,2.9,60,2000,0.037953313
1700,2.9,60,2200,0.174457151
1700,2.9,60,2400,0.409037797
1700,2.9,60,2600,0.689998697
1700,2.9,60,2800,0.893506394
1700,2.9,60,3000,0.950447372
1700,2.9,60,3200,0.839763703
1700,2.9,60,3400,0.616427888
1700,2.9,60,3600,0.333634769
1700,2.9,60,3800,0.126879162
1700,2.9,60,4000,0.052651723
1700,2.9,62,2000,0.041304263
1700,2.9,62,2200,0.057364942
1700,2.9,62,2400,0.394943148
1700,2.9,62,2600,0.664433495
1700,2.9,62,2800,0.867932919
1700,2.9,62,3000,0.941930401
1700,2.9,62,3200,0.853375503
1700,2.9,62,3400,0.650328925
1700,2.9,62,3600,0.385330723
1700,2.9,62,3800,0.164902979
1700,2.9,62,4000,0.066866712
1700,2.9,64,2000,0.016210905
1700,2.9,64,2200,0.089734112
1700,2.9,64,2400,0.271289629
1700,2.9,64,2600,0.530457395
1700,2.9,64,2800,0.760258562
1700,2.9,64,3000,0.887367339
1700,2.9,64,3200,0.852441319
1700,2.9,64,3400,0.661001413
1700,2.9,64,3600,0.432892249
1700,2.9,64,3800,0.18690944
1700,2.9,64,4000,0.04168736
1700,2.9,66,2000,0.011671271
1700,2.9,66,2200,0.053258035
1700,2.9,66,2400,0.214157324
1700,2.9,66,2600,0.49171658
1700,2.9,66,2800,0.721621432
1700,2.9,66,3000,0.858756586
1700,2.9,66,3200,0.846112263
1700,2.9,66,3400,0.694974996
1700,2.9,66,3600,0.451665226
1700,2.9,66,3800,0.201913321
1700,2.9,66,4000,0.044270126
1700,2.9,68,2000,0.006848612
1700,2.9,68,2200,0.046033815
1700,2.9,68,2400,0.203624167
1700,2.9,68,2600,0.472318768
1700,2.9,68,2800,0.692655997
1700,2.9,68,3000,0.836343772
1700,2.9,68,3200,0.836993857
1700,2.9,68,3400,0.693957072
1700,2.9,68,3600,0.460481473
1700,2.9,68,3800,0.162931785
1700,2.9,68,4000,0.038880007
1700,2.9,70,2000,0.009300913
1700,2.9,70,2200,0.038286775
1700,2.9,70,2400,0.190573052
1700,2.9,70,2600,0.426908466
1700,2.9,70,2800,0.666823885
1700,2.9,70,3000,0.808420005
1700,2.9,70,3200,0.820002402
1700,2.9,70,3400,0.687937213
1700,2.9,70,3600,0.457082102
1700,2.9,70,3800,0.21001735
1700,2.9,70,4000,0.040778228
1700,3,50,2000,0.073287052
1700,3,50,2200,0.308180034
1700,3,50,2400,0.579317748
1700,3,50,2600,0.815381749
1700,3,50,2800,0.891531947
1700,3,50,3000,0.765462478
1700,3,50,3200,0.401840879
1700,3,50,3400,0.237685395
1700,3,50,3600,0.039421755
1700,3,50,3800,0.013512969
1700,3,50,4000,0.157346727
1700,3,52,2000,0.070822906
1700,3,52,2200,0.280418578
1700,3,52,2400,0.574925827
1700,3,52,2600,0.827147659
1700,3,52,2800,0.931264312
1700,3,52,3000,0.816680025
1700,3,52,3200,0.582788952
1700,3,52,3400,0.283450334
1700,3,52,3600,0.060824462
1700,3,52,3800,0.007442083
1700,3,52,4000,0.136464286
1700,3,54,2000,0.068388624
1700,3,54,2200,0.251422304
1700,3,54,2400,0.55544278
1700,3,54,2600,0.819958091
1700,3,54,2800,0.938578847
1700,3,54,3000,0.856866156
1700,3,54,3200,0.629005612
1700,3,54,3400,0.380271865
1700,3,54,3600,0.091983147
1700,3,54,3800,0.013076491
1700,3,54,4000,0.127753446
1700,3,56,2000,0.074350898
1700,3,56,2200,0.275230067
1700,3,56,2400,0.536444467
1700,3,56,2600,0.817683252
1700,3,56,2800,0.941906771
1700,3,56,3000,0.88496005
1700,3,56,3200,0.678461502
1700,3,56,3400,0.444913866
1700,3,56,3600,0.137512657
1700,3,56,3800,0.026039111
1700,3,56,4000,0.096525964
1700,3,58,2000,0.063701147
1700,3,58,2200,0.249009315
1700,3,58,2400,0.526386303
1700,3,58,2600,0.800583639
1700,3,58,2800,0.93240168
1700,3,58,3000,0.907654263
1700,3,58,3200,0.708832445
1700,3,58,3400,0.436898235
1700,3,58,3600,0.173883277
1700,3,58,3800,0.046066362
1700,3,58,4000,0.085761481
1700,3,60,2000,0.065096861
1700,3,60,2200,0.227993797
1700,3,60,2400,0.499393499
1700,3,60,2600,0.778491545
1700,3,60,2800,0.92987945
1700,3,60,3000,0.91269444
1700,3,60,3200,0.730691267
1700,3,60,3400,0.481367437
1700,3,60,3600,0.213773202
1700,3,60,3800,0.066316935
1700,3,60,4000,0.084693833
1700,3,62,2000,0.062088779
1700,3,62,2200,0.203000706
1700,3,62,2400,0.49208889
1700,3,62,2600,0.751570407
1700,3,62,2800,0.908672142
1700,3,62,3000,0.910075182
1700,3,62,3200,0.659612486
1700,3,62,3400,0.517787361
1700,3,62,3600,0.249614887
1700,3,62,3800,0.094498895
1700,3,62,4000,0.081811239
1700,3,64,2000,0.028545193
1700,3,64,2200,0.116989276
1700,3,64,2400,0.366532082
1700,3,64,2600,0.624479305
1700,3,64,2800,0.822670351
1700,3,64,3000,0.875614978
1700,3,64,3200,0.76321549
1700,3,64,3400,0.559243579
1700,3,64,3600,0.290792953
1700,3,64,3800,0.092511216
1700,3,64,4000,0.025375623
1700,3,66,2000,0.009981818
1700,3,66,2200,0.09677265
1700,3,66,2400,0.317445165
1700,3,66,2600,0.573772914
1700,3,66,2800,0.788805615
1700,3,66,3000,0.855571907
1700,3,66,3200,0.77801933
1700,3,66,3400,0.57522901
1700,3,66,3600,0.306671687
1700,3,66,3800,0.097725851
1700,3,66,4000,0.011291728
1700,3,68,2000,0.00561619
1700,3,68,2200,0.084963088
1700,3,68,2400,0.287099704
1700,3,68,2600,0.540637578
1700,3,68,2800,0.764127878
1700,3,68,3000,0.84165275
1700,3,68,3200,0.776986444
1700,3,68,3400,0.582667948
1700,3,68,3600,0.311982548
1700,3,68,3800,0.101608101
1700,3,68,4000,0.00645384
1700,3,70,2000,0.003337321
1700,3,70,2200,0.075565983
1700,3,70,2400,0.263188245
1700,3,70,2600,0.513470554
1700,3,70,2800,0.740036876
1700,3,70,3000,0.824401647
1700,3,70,3200,0.767802313
1700,3,70,3400,0.581193685
1700,3,70,3600,0.310941924
1700,3,70,3800,0.100604803
1700,3,70,4000,0.0044933
1700,3.1,50,2000,0.122364745
1700,3.1,50,2200,0.327911758
1700,3.1,50,2400,0.658870144
1700,3.1,50,2600,0.857725709
1700,3.1,50,2800,0.877700327
1700,3.1,50,3000,0.68928924
1700,3.1,50,3200,0.38990728
1700,3.1,50,3400,0.143458198
1700,3.1,50,3600,0.004433637
1700,3.1,50,3800,0.063117253
1700,3.1,50,4000,0.271146919
1700,3.1,52,2000,0.118712079
1700,3.1,52,2200,0.246520514
1700,3.1,52,2400,0.670357574
1700,3.1,52,2600,0.878426318
1700,3.1,52,2800,0.919269491
1700,3.1,52,3000,0.739551057
1700,3.1,52,3200,0.56727049
1700,3.1,52,3400,0.178235988
1700,3.1,52,3600,0.015518134
1700,3.1,52,3800,0.048376538
1700,3.1,52,4000,0.25710372
1700,3.1,54,2000,0.116818423
1700,3.1,54,2200,0.365076911
1700,3.1,54,2400,0.631157331
1700,3.1,54,2600,0.880617821
1700,3.1,54,2800,0.904941252
1700,3.1,54,3000,0.777375361
1700,3.1,54,3200,0.520517684
1700,3.1,54,3400,0.218496552
1700,3.1,54,3600,0.036483644
1700,3.1,54,3800,0.038506156
1700,3.1,54,4000,0.234959662
1700,3.1,56,2000,0.111970304
1700,3.1,56,2200,0.333458489
1700,3.1,56,2400,0.638420246
1700,3.1,56,2600,0.873396519
1700,3.1,56,2800,0.945682213
1700,3.1,56,3000,0.811038638
1700,3.1,56,3200,0.565680042
1700,3.1,56,3400,0.252406283
1700,3.1,56,3600,0.023234753
1700,3.1,56,3800,0.041266751
1700,3.1,56,4000,0.211640687
1700,3.1,58,2000,0.103881839
1700,3.1,58,2200,0.312512968
1700,3.1,58,2400,0.618092564
1700,3.1,58,2600,0.85946353
1700,3.1,58,2800,0.941504273
1700,3.1,58,3000,0.823805315
1700,3.1,58,3200,0.604520507
1700,3.1,58,3400,0.308474707
1700,3.1,58,3600,0.091436298
1700,3.1,58,3800,0.046857631
1700,3.1,58,4000,0.192405839
1700,3.1,60,2000,0.098018642
1700,3.1,60,2200,0.294008324
1700,3.1,60,2400,0.589038949
1700,3.1,60,2600,0.83993766
1700,3.1,60,2800,0.934130382
1700,3.1,60,3000,0.860421601
1700,3.1,60,3200,0.639011593
1700,3.1,60,3400,0.344751371
1700,3.1,60,3600,0.119355112
1700,3.1,60,3800,0.055458592
1700,3.1,60,4000,0.166539805
1700,3.1,62,2000,0.093412397
1700,3.1,62,2200,0.279700754
1700,3.1,62,2400,0.57796336
1700,3.1,62,2600,0.81102436
1700,3.1,62,2800,0.920904058
1700,3.1,62,3000,0.862372673
1700,3.1,62,3200,0.64844079
1700,3.1,62,3400,0.379035476
1700,3.1,62,3600,0.175716363
1700,3.1,62,3800,0.052893249
1700,3.1,62,4000,0.151231654
1700,3.1,64,2000,0.038012453
1700,3.1,64,2200,0.187436373
1700,3.1,64,2400,0.453655545
1700,3.1,64,2600,0.695567432
1700,3.1,64,2800,0.854359862
1700,3.1,64,3000,0.818302109
1700,3.1,64,3200,0.638599852
1700,3.1,64,3400,0.429055859
1700,3.1,64,3600,0.187181446
1700,3.1,64,3800,0.034928896
1700,3.1,64,4000,0.060285681
1700,3.1,66,2000,0.020469404
1700,3.1,66,2200,0.156578157
1700,3.1,66,2400,0.398896637
1700,3.1,66,2600,0.647962345
1700,3.1,66,2800,0.823873901
1700,3.1,66,3000,0.837699509
1700,3.1,66,3200,0.710013097
1700,3.1,66,3400,0.445249872
1700,3.1,66,3600,0.179666473
1700,3.1,66,3800,0.019018551
1700,3.1,66,4000,0.03660916
1700,3.1,68,2000,0.01233817
1700,3.1,68,2200,0.139574659
1700,3.1,68,2400,0.365807796
1700,3.1,68,2600,0.616985337
1700,3.1,68,2800,0.802217635
1700,3.1,68,3000,0.824808223
1700,3.1,68,3200,0.70366759
1700,3.1,68,3400,0.449723988
1700,3.1,68,3600,0.193226244
1700,3.1,68,3800,0.032704481
1700,3.1,68,4000,0.026438425
1700,3.1,70,2000,0.007824802
1700,3.1,70,2200,0.126880969
1700,3.1,70,2400,0.341577068
1700,3.1,70,2600,0.591223653
1700,3.1,70,2800,0.780634999
1700,3.1,70,3000,0.807935032
1700,3.1,70,3200,0.693741509
1700,3.1,70,3400,0.444547999
1700,3.1,70,3600,0.195856368
1700,3.1,70,3800,0.032246558
1700,3.1,70,4000,0.020019836
1700,3.2,50,2000,0.356493439
1700,3.2,50,2200,0.424926711
1700,3.2,50,2400,0.725727637
1700,3.2,50,2600,0.892887157
1700,3.2,50,2800,0.844346454
1700,3.2,50,3000,0.61728912
1700,3.2,50,3200,0.26290737
1700,3.2,50,3400,0.07161532
1700,3.2,50,3600,0.004103876
1700,3.2,50,3800,0.127550644
1700,3.2,50,4000,0.416953411
1700,3.2,52,2000,0.086633152
1700,3.2,52,2200,0.412815571
1700,3.2,52,2400,0.737378652
1700,3.2,52,2600,0.907845211
1700,3.2,52,2800,0.859472504
1700,3.2,52,3000,0.639251523
1700,3.2,52,3200,0.393392057
1700,3.2,52,3400,0.098534335
1700,3.2,52,3600,0.010648989
1700,3.2,52,3800,0.125246745
1700,3.2,52,4000,0.533885303
1700,3.2,54,2000,0.103548161
1700,3.2,54,2200,0.22083703
1700,3.2,54,2400,0.727847159
1700,3.2,54,2600,0.913223522
1700,3.2,54,2800,0.885619082
1700,3.2,54,3000,0.693410656
1700,3.2,54,3200,0.409527881
1700,3.2,54,3400,0.131974788
1700,3.2,54,3600,0.016860704
1700,3.2,54,3800,0.11001425
1700,3.2,54,4000,0.357764013
1700,3.2,56,2000,0.076641512
1700,3.2,56,2200,0.412937039
1700,3.2,56,2400,0.713392667
1700,3.2,56,2600,0.910705419
1700,3.2,56,2800,0.914157946
1700,3.2,56,3000,0.725750471
1700,3.2,56,3200,0.44787761
1700,3.2,56,3400,0.166798199
1700,3.2,56,3600,0.032477391
1700,3.2,56,3800,0.098357069
1700,3.2,56,4000,0.341383646
1700,3.2,58,2000,0.298404241
1700,3.2,58,2200,0.393433573
1700,3.2,58,2400,0.694487135
1700,3.2,58,2600,0.903608895
1700,3.2,58,2800,0.919338184
1700,3.2,58,3000,0.729847849
1700,3.2,58,3200,0.49827193
1700,3.2,58,3400,0.197508637
1700,3.2,58,3600,0.052382664
1700,3.2,58,3800,0.08689896
1700,3.2,58,4000,0.308015961
1700,3.2,60,2000,0.166037705
1700,3.2,60,2200,0.384118716
1700,3.2,60,2400,0.672134646
1700,3.2,60,2600,0.883200516
1700,3.2,60,2800,0.917571457
1700,3.2,60,3000,0.799644552
1700,3.2,60,3200,0.510862863
1700,3.2,60,3400,0.237538411
1700,3.2,60,3600,0.075258829
1700,3.2,60,3800,0.087945441
1700,3.2,60,4000,0.278054193
1700,3.2,62,2000,0.143075846
1700,3.2,62,2200,0.162191711
1700,3.2,62,2400,0.647206663
1700,3.2,62,2600,0.855222879
1700,3.2,62,2800,0.909613748
1700,3.2,62,3000,0.812285611
1700,3.2,62,3200,0.537908485
1700,3.2,62,3400,0.270587737
1700,3.2,62,3600,0.039506567
1700,3.2,62,3800,0.087438745
1700,3.2,62,4000,0.250620172
1700,3.2,64,2000,0.067848815
1700,3.2,64,2200,0.201930067
1700,3.2,64,2400,0.51436875
1700,3.2,64,2600,0.754903753
1700,3.2,64,2800,0.863279233
1700,3.2,64,3000,0.785249566
1700,3.2,64,3200,0.580287795
1700,3.2,64,3400,0.313324868
1700,3.2,64,3600,0.316096605
1700,3.2,64,3800,0.026417342
1700,3.2,64,4000,0.136803218
1700,3.2,66,2000,0.042944663
1700,3.2,66,2200,0.171276622
1700,3.2,66,2400,0.458430273
1700,3.2,66,2600,0.711338286
1700,3.2,66,2800,0.838777499
1700,3.2,66,3000,0.791671871
1700,3.2,66,3200,0.570160942
1700,3.2,66,3400,0.331901935
1700,3.2,66,3600,0.10327706
1700,3.2,66,3800,0.012420705
1700,3.2,66,4000,0.104292049
1700,3.2,68,2000,0.0309283
1700,3.2,68,2200,0.15129822
1700,3.2,68,2400,0.516117204
1700,3.2,68,2600,0.681285687
1700,3.2,68,2800,0.820577914
1700,3.2,68,3000,0.783616282
1700,3.2,68,3200,0.609765863
1700,3.2,68,3400,0.327501251
1700,3.2,68,3600,0.104890364
1700,3.2,68,3800,0.007400871
1700,3.2,68,4000,0.088865752
1700,3.2,70,2000,0.023819057
1700,3.2,70,2200,0.136759583
1700,3.2,70,2400,0.416784024
1700,3.2,70,2600,0.654581569
1700,3.2,70,2800,0.807036381
1700,3.2,70,3000,0.769464436
1700,3.2,70,3200,0.598898153
1700,3.2,70,3400,0.331049853
1700,3.2,70,3600,0.106032195
