lambda (nm),n,alpha (deg),f,TM
1700,2.7,46,0.4,0.819868697
1700,2.7,46,0.42,0.820278888
1700,2.7,46,0.44,0.817082126
1700,2.7,46,0.46,0.81275156
1700,2.7,46,0.48,0.809149112
1700,2.7,46,0.5,0.807344004
1700,2.7,48,0.3,0.608551268
1700,2.7,48,0.32,0.698898531
1700,2.7,48,0.34,0.756416552
1700,2.7,48,0.36,0.789576535
1700,2.7,48,0.38,0.80618683
1700,2.7,48,0.4,0.81212437
1700,2.7,48,0.42,0.811626078
1700,2.7,48,0.44,0.807549752
1700,2.7,48,0.46,0.802390429
1700,2.7,48,0.48,0.798015828
1700,2.7,48,0.5,0.795512781
1700,2.7,50,0.3,0.600737157
1700,2.7,50,0.32,0.691148028
1700,2.7,50,0.34,0.748327026
1700,2.7,50,0.36,0.780786315
1700,2.7,50,0.38,0.796490631
1700,2.7,50,0.4,0.801437592
1700,2.7,50,0.42,0.799924254
1700,2.7,50,0.44,0.794829516
1700,2.7,50,0.46,0.788655975
1700,2.7,50,0.48,0.78326366
1700,2.7,50,0.5,0.779741634
1700,2.8,30,0.3,0.593171624
1700,2.8,30,0.32,0.659632106
1700,2.8,30,0.34,0.699592218
1700,2.8,30,0.36,0.721536683
1700,2.8,30,0.38,0.730906828
1700,2.8,30,0.4,0.730994021
1700,2.8,30,0.42,0.724458279
1700,2.8,30,0.44,0.713315718
1700,2.8,30,0.46,0.699258164
1700,2.8,30,0.48,0.682943492
1700,2.8,30,0.5,0.662519558
1700,2.8,32,0.3,0.609150182
1700,2.8,32,0.32,0.676341096
1700,2.8,32,0.34,0.717426519
1700,2.8,32,0.36,0.7406032
1700,2.8,32,0.38,0.751204233
1700,2.8,32,0.4,0.75260511
1700,2.8,32,0.42,0.747628948
1700,2.8,32,0.44,0.738485253
1700,2.8,32,0.46,0.727114235
1700,2.8,32,0.48,0.714493784
1700,2.8,32,0.5,0.699352221
1700,2.8,34,0.3,0.623764695
1700,2.8,34,0.32,0.691782716
1700,2.8,34,0.34,0.733760766
1700,2.8,34,0.36,0.757773161
1700,2.8,34,0.38,0.76914824
1700,2.8,34,0.4,0.771374026
1700,2.8,34,0.42,0.767423438
1700,2.8,34,0.44,0.759666174
1700,2.8,34,0.46,0.750226218
1700,2.8,34,0.48,0.740305604
1700,2.8,34,0.5,0.729019838
1700,2.8,36,0.3,0.6363004
1700,2.8,36,0.32,0.705100456
1700,2.8,36,0.34,0.747690888
1700,2.8,36,0.36,0.772147957
1700,2.8,36,0.38,0.783873256
1700,2.8,36,0.4,0.786488303
1700,2.8,36,0.42,0.783103155
1700,2.8,36,0.44,0.776220642
1700,2.8,36,0.46,0.76810052
1700,2.8,36,0.48,0.760105783
1700,2.8,36,0.5,0.751620398
1700,2.8,38,0.3,0.646268567
1700,2.8,38,0.32,0.715745534
1700,2.8,38,0.34,0.758672671
1700,2.8,38,0.36,0.783220774
1700,2.8,38,0.38,0.794924587
1700,2.8,38,0.4,0.79755415
1700,2.8,38,0.42,0.794344704
1700,2.8,38,0.44,0.787909408
1700,2.8,38,0.46,0.780607485
1700,2.8,38,0.48,0.773919591
1700,2.8,38,0.5,0.767422483
1700,2.8,40,0.3,0.653384671
1700,2.8,40,0.32,0.723415556
1700,2.8,40,0.34,0.76643378
1700,2.8,40,0.36,0.790771548
1700,2.8,40,0.38,0.802142174
1700,2.8,40,0.4,0.804473099
1700,2.8,40,0.42,0.801113075
1700,2.8,40,0.44,0.794765483
1700,2.8,40,0.46,0.787860926
1700,2.8,40,0.48,0.78196622
1700,2.8,40,0.5,0.776799756
1700,2.8,42,0.3,0.657539102
1700,2.8,42,0.32,0.727998589
1700,2.8,42,0.34,0.770900102
1700,2.8,42,0.36,0.794782135
1700,2.8,42,0.38,0.805568337
1700,2.8,42,0.4,0.807345633
1700,2.8,42,0.42,0.803563902
1700,2.8,42,0.44,0.796998007
1700,2.8,42,0.46,0.790127224
1700,2.8,42,0.48,0.784579571
1700,2.8,42,0.5,0.780177632
1700,2.8,44,0.3,0.658765482
1700,2.8,44,0.32,0.729526274
1700,2.8,44,0.34,0.772138341
1700,2.8,44,0.36,0.795372082
1700,2.8,44,0.38,0.805379081
1700,2.8,44,0.4,0.806400547
1700,2.8,44,0.42,0.801973072
1700,2.8,44,0.44,0.794924542
1700,2.8,44,0.46,0.787763025
1700,2.8,44,0.48,0.782155783
1700,2.8,44,0.5,0.777999163
1700,2.8,46,0.3,0.657211465
1700,2.8,46,0.32,0.728138479
1700,2.8,46,0.34,0.770315567
1700,2.8,46,0.36,0.792754357
1700,2.8,46,0.38,0.801837392
1700,2.8,46,0.4,0.801947518
1700,2.8,46,0.42,0.796690359
1700,2.8,46,0.44,0.788927701
1700,2.8,46,0.46,0.781177083
1700,2.8,46,0.48,0.775123363
1700,2.8,46,0.5,0.770708367
1700,2.8,48,0.3,0.65311308
1700,2.8,48,0.32,0.724057926
1700,2.8,48,0.34,0.76567269
1700,2.8,48,0.36,0.787207152
1700,2.8,48,0.38,0.795263982
1700,2.8,48,0.4,0.79434781
1700,2.8,48,0.42,0.788111482
1700,2.8,48,0.44,0.779430073
1700,2.8,48,0.46,0.770809953
1700,2.8,48,0.48,0.763929972
1700,2.8,48,0.5,0.758746894
1700,2.8,50,0.3,0.646771032
1700,2.8,50,0.32,0.717570656
1700,2.8,50,0.34,0.758506489
1700,2.8,50,0.36,0.779055897
1700,2.8,50,0.38,0.786019316
1700,2.8,50,0.4,0.783996714
1700,2.8,50,0.42,0.776661981
1700,2.8,50,0.44,0.76688074
1700,2.8,50,0.46,0.757124873
1700,2.8,50,0.48,0.749039657
1700,2.8,50,0.5,0.742559534
1700,2.9,30,0.3,0.620640321
1700,2.9,30,0.32,0.672389267
1700,2.9,30,0.34,0.703121546
1700,2.9,30,0.36,0.718526855
1700,2.9,30,0.38,0.721777082
1700,2.9,30,0.4,0.715414525
1700,2.9,30,0.42,0.702034492
1700,2.9,30,0.44,0.683712797
1700,2.9,30,0.46,0.661637268
1700,2.9,30,0.48,0.633755967
1700,2.9,30,0.5,0.588773674
1700,2.9,32,0.3,0.635069669
1700,2.9,32,0.32,0.687930641
1700,2.9,32,0.34,0.719928161
1700,2.9,32,0.36,0.736516981
1700,2.9,32,0.38,0.740916054
1700,2.9,32,0.4,0.735877312
1700,2.9,32,0.42,0.724275162
1700,2.9,32,0.44,0.708528545
1700,2.9,32,0.46,0.690299016
1700,2.9,32,0.48,0.668395722
1700,2.9,32,0.5,0.633635464
1700,2.9,34,0.3,0.648786525
1700,2.9,34,0.32,0.702581832
1700,2.9,34,0.34,0.735428837
1700,2.9,34,0.36,0.752713454
1700,2.9,34,0.38,0.757763528
1700,2.9,34,0.4,0.75353444
1700,2.9,34,0.42,0.743134146
1700,2.9,34,0.44,0.729243159
1700,2.9,34,0.46,0.713861541
1700,2.9,34,0.48,0.696387016
1700,2.9,34,0.5,0.669073862
1700,2.9,36,0.3,0.660940616
1700,2.9,36,0.32,0.715421811
1700,2.9,36,0.34,0.748702957
1700,2.9,36,0.36,0.766230851
1700,2.9,36,0.38,0.7714897
1700,2.9,36,0.4,0.767628085
1700,2.9,36,0.42,0.75794794
1700,2.9,36,0.44,0.745326339
1700,2.9,36,0.46,0.73200679
1700,2.9,36,0.48,0.717798817
1700,2.9,36,0.5,0.695954456
1700,2.9,38,0.3,0.670959924
1700,2.9,38,0.32,0.725869587
1700,2.9,38,0.34,0.75920664
1700,2.9,38,0.36,0.776581109
1700,2.9,38,0.38,0.78166951
1700,2.9,38,0.4,0.777800911
1700,2.9,38,0.42,0.768435799
1700,2.9,38,0.44,0.756595101
1700,2.9,38,0.46,0.744696072
1700,2.9,38,0.48,0.73284134
1700,2.9,38,0.5,0.714981865
1700,2.9,40,0.3,0.678498779
1700,2.9,40,0.32,0.733602019
1700,2.9,40,0.34,0.766672372
1700,2.9,40,0.36,0.783562265
1700,2.9,40,0.38,0.788165507
1700,2.9,40,0.4,0.783977174
1700,2.9,40,0.42,0.774583597
1700,2.9,40,0.44,0.763106182
1700,2.9,40,0.46,0.752082079
1700,2.9,40,0.48,0.74182323
1700,2.9,40,0.5,0.726765039
1700,2.9,42,0.3,0.683390583
1700,2.9,42,0.32,0.738486199
1700,2.9,42,0.34,0.771029056
1700,2.9,42,0.36,0.787171137
1700,2.9,42,0.38,0.79103717
1700,2.9,42,0.4,0.78627157
1700,2.9,42,0.42,0.776555404
1700,2.9,42,0.44,0.765073848
1700,2.9,42,0.46,0.754439711
1700,2.9,42,0.48,0.745110499
1700,2.9,42,0.5,0.731841535
1700,2.9,44,0.3,0.685606911
1700,2.9,44,0.32,0.740526315
1700,2.9,44,0.34,0.772340946
1700,2.9,44,0.36,0.7875375
1700,2.9,44,0.38,0.79047334
1700,2.9,44,0.4,0.784922237
1700,2.9,44,0.42,0.77462957
1700,2.9,44,0.44,0.762811715
1700,2.9,44,0.46,0.752118211
1700,2.9,44,0.48,0.743098245
1700,2.9,44,0.5,0.730690276
1700,2.9,46,0.3,0.685225336
1700,2.9,46,0.32,0.739825374
1700,2.9,46,0.34,0.770764651
1700,2.9,46,0.36,0.784878078
1700,2.9,46,0.38,0.786745293
1700,2.9,46,0.4,0.78024482
1700,2.9,46,0.42,0.769155855
1700,2.9,46,0.44,0.756695194
1700,2.9,46,0.46,0.745512246
1700,2.9,46,0.48,0.736196238
1700,2.9,46,0.5,0.723743692
1700,2.9,48,0.3,0.682405134
1700,2.9,48,0.32,0.736559337
1700,2.9,48,0.34,0.766520926
1700,2.9,48,0.36,0.779466579
1700,2.9,48,0.38,0.780176208
1700,2.9,48,0.4,0.772602979
1700,2.9,48,0.42,0.760528644
1700,2.9,48,0.44,0.74713948
1700,2.9,48,0.46,0.735047303
1700,2.9,48,0.48,0.724825707
1700,2.9,48,0.5,0.711402872
1700,2.9,50,0.3,0.677367876
1700,2.9,50,0.32,0.730959212
1700,2.9,50,0.34,0.759876264
1700,2.9,50,0.36,0.771614511
1700,2.9,50,0.38,0.771121701
1700,2.9,50,0.4,0.762389827
1700,2.9,50,0.42,0.749170643
1700,2.9,50,0.44,0.734587399
1700,2.9,50,0.46,0.721174003
1700,2.9,50,0.48,0.70942339
1700,2.9,50,0.5,0.694056132
1700,3,30,0.3,0.636806923
1700,3,30,0.32,0.679858745
1700,3,30,0.34,0.704977924
1700,3,30,0.36,0.714474091
1700,3,30,0.38,0.710372722
1700,3,30,0.4,0.695519861
1700,3,30,0.42,0.673033761
1700,3,30,0.44,0.645072523
1700,3,30,0.46,0.610100658
1700,3,30,0.48,0.554636793
1700,3,30,0.5,0.429594749
1700,3,32,0.3,0.650275447
1700,3,32,0.32,0.694683488
1700,3,32,0.34,0.720988979
1700,3,32,0.36,0.731465923
1700,3,32,0.38,0.728356549
1700,3,32,0.4,0.714884625
1700,3,32,0.42,0.694621895
1700,3,32,0.44,0.670350805
1700,3,32,0.46,0.641657622
1700,3,32,0.48,0.597873798
1700,3,32,0.5,0.496722574
1700,3,34,0.3,0.663414438
1700,3,34,0.32,0.708760073
1700,3,34,0.34,0.735720529
1700,3,34,0.36,0.746659681
1700,3,34,0.38,0.744049413
1700,3,34,0.4,0.731441027
1700,3,34,0.42,0.7127582
1700,3,34,0.44,0.691240738
1700,3,34,0.46,0.667256496
1700,3,34,0.48,0.632066614
1700,3,34,0.5,0.548571908
1700,3,36,0.3,0.675297545
1700,3,36,0.32,0.721150572
1700,3,36,0.34,0.748273469
1700,3,36,0.36,0.759215364
1700,3,36,0.38,0.756685832
1700,3,36,0.4,0.744513538
1700,3,36,0.42,0.726889307
1700,3,36,0.44,0.707384225
1700,3,36,0.46,0.686917904
1700,3,36,0.48,0.658094729
1700,3,36,0.5,0.587544266
1700,3,38,0.3,0.685312595
1700,3,38,0.32,0.731275791
1700,3,38,0.34,0.758129844
1700,3,38,0.36,0.768682547
1700,3,38,0.38,0.765884007
1700,3,38,0.4,0.75379099
1700,3,38,0.42,0.736789219
1700,3,38,0.44,0.718682639
1700,3,38,0.46,0.700780951
1700,3,38,0.48,0.676629354
1700,3,38,0.5,0.615437777
1700,3,40,0.3,0.693087649
1700,3,40,0.32,0.738820269
1700,3,40,0.34,0.765046878
1700,3,40,0.36,0.774889112
1700,3,40,0.38,0.771534245
1700,3,40,0.4,0.759219704
1700,3,40,0.42,0.742463463
1700,3,40,0.44,0.725223023
1700,3,40,0.46,0.709078303
1700,3,40,0.48,0.688225345
1700,3,40,0.5,0.63355298
1700,3,42,0.3,0.698430884
1700,3,42,0.32,0.743657549
1700,3,42,0.34,0.768974942
1700,3,42,0.36,0.777855849
1700,3,42,0.38,0.773714189
1700,3,42,0.4,0.760922556
1700,3,42,0.42,0.744075957
1700,3,42,0.44,0.727219015
1700,3,42,0.46,0.712106482
1700,3,42,0.48,0.69336195
1700,3,42,0.5,0.642826323
1700,3,44,0.3,0.701282771
1700,3,44,0.32,0.745792757
1700,3,44,0.34,0.769995149
1700,3,44,0.36,0.777731938
1700,3,44,0.38,0.772625427
1700,3,44,0.4,0.759139186
1700,3,44,0.42,0.74189575
1700,3,44,0.44,0.724968292
1700,3,44,0.46,0.710203532
1700,3,44,0.48,0.69246521
1700,3,44,0.5,0.643933994
1700,3,46,0.3,0.70168086
1700,3,46,0.32,0.745321586
1700,3,46,0.34,0.768274736
1700,3,46,0.36,0.774748894
1700,3,46,0.38,0.768548517
1700,3,46,0.4,0.754184244
1700,3,46,0.42,0.73626083
1700,3,46,0.44,0.718825196
1700,3,46,0.46,0.703736879
1700,3,46,0.48,0.685925831
1700,3,46,0.5,0.637369061
1700,3,48,0.3,0.699735318
1700,3,48,0.32,0.742402906
1700,3,48,0.34,0.764037062
1700,3,48,0.36,0.769189478
1700,3,48,0.38,0.761812643
1700,3,48,0.4,0.746419685
1700,3,48,0.42,0.727555003
1700,3,48,0.44,0.70918504
1700,3,48,0.46,0.693099903
1700,3,48,0.48,0.674117621
1700,3,48,0.5,0.623503691
1700,3,50,0.3,0.695611616
1700,3,50,0.32,0.737240741
1700,3,50,0.34,0.757541871
1700,3,50,0.36,0.761367134
1700,3,50,0.38,0.752775424
1700,3,50,0.4,0.736236502
1700,3,50,0.42,0.716193226
1700,3,50,0.44,0.696475659
1700,3,50,0.46,0.678713905
1700,3,50,0.48,0.657417306
1700,3,50,0.5,0.602646658
1700,3.1,30,0.3,0.648749403
1700,3.1,30,0.32,0.688003753
1700,3.1,30,0.34,0.707944382
1700,3.1,30,0.36,0.708856244
1700,3.1,30,0.38,0.693753103
1700,3.1,30,0.4,0.666971899
1700,3.1,30,0.42,0.632608331
1700,3.1,30,0.44,0.590919462
1700,3.1,30,0.46,0.528639477
1700,3.1,30,0.48,0.386996711
1700,3.1,30,0.5,0.122665543
1700,3.1,32,0.3,0.661787009
1700,3.1,32,0.32,0.702353991
1700,3.1,32,0.34,0.723152533
1700,3.1,32,0.36,0.724668087
1700,3.1,32,0.38,0.710366354
1700,3.1,32,0.4,0.685190551
1700,3.1,32,0.42,0.653992948
1700,3.1,32,0.44,0.618344851
1700,3.1,32,0.46,0.568272369
1700,3.1,32,0.48,0.452973195
1700,3.1,32,0.5,0.196116636
1700,3.1,34,0.3,0.674613131
1700,3.1,34,0.32,0.715908963
1700,3.1,34,0.34,0.737000687
1700,3.1,34,0.36,0.73863867
1700,3.1,34,0.38,0.724695595
1700,3.1,34,0.4,0.700601502
1700,3.1,34,0.42,0.671770931
1700,3.1,34,0.44,0.640703391
1700,3.1,34,0.46,0.599697851
1700,3.1,34,0.48,0.504187703
1700,3.1,34,0.5,0.265290121
1700,3.1,36,0.3,0.686279831
1700,3.1,36,0.32,0.727757926
1700,3.1,36,0.34,0.748645479
1700,3.1,36,0.36,0.750005445
1700,3.1,36,0.38,0.736068707
1700,3.1,36,0.4,0.71264322
1700,3.1,36,0.42,0.685550039
1700,3.1,36,0.44,0.657945109
1700,3.1,36,0.46,0.623713576
1700,3.1,36,0.48,0.542855221
1700,3.1,36,0.5,0.322690844
1700,3.1,38,0.3,0.696174305
1700,3.1,38,0.32,0.737353431
1700,3.1,38,0.34,0.75761599
1700,3.1,38,0.36,0.758371059
1700,3.1,38,0.38,0.744156442
1700,3.1,38,0.4,0.721058647
1700,3.1,38,0.42,0.695177183
1700,3.1,38,0.44,0.670125486
1700,3.1,38,0.46,0.640897115
1700,3.1,38,0.48,0.570691943
1700,3.1,38,0.5,0.366225881
1700,3.1,40,0.3,0.703931162
1700,3.1,40,0.32,0.744410846
1700,3.1,40,0.34,0.763708312
1700,3.1,40,0.36,0.76359858
1700,3.1,40,0.38,0.748874069
1700,3.1,40,0.4,0.725809679
1700,3.1,40,0.42,0.700676058
1700,3.1,40,0.44,0.677391472
1700,3.1,40,0.46,0.651708873
1700,3.1,40,0.48,0.588938494
1700,3.1,40,0.5,0.395943738
1700,3.1,42,0.3,0.709364261
1700,3.1,42,0.32,0.74883136
1700,3.1,42,0.34,0.766905369
1700,3.1,42,0.36,0.765732744
1700,3.1,42,0.38,0.750307981
1700,3.1,42,0.4,0.727012954
1700,3.1,42,0.42,0.70219765
1700,3.1,42,0.44,0.679960827
1700,3.1,42,0.46,0.656541854
1700,3.1,42,0.48,0.598473502
1700,3.1,42,0.5,0.412555647
1700,3.1,44,0.3,0.712414104
1700,3.1,44,0.32,0.750643035
1700,3.1,44,0.34,0.767315683
1700,3.1,44,0.36,0.76494023
1700,3.1,44,0.38,0.748660541
1700,3.1,44,0.4,0.724892023
1700,3.1,44,0.42,0.699983363
1700,3.1,44,0.44,0.678105078
1700,3.1,44,0.46,0.655749951
1700,3.1,44,0.48,0.599917645
1700,3.1,44,0.5,0.416889602
1700,3.1,46,0.3,0.713109809
1700,3.1,46,0.32,0.749958076
1700,3.1,46,0.34,0.765128675
1700,3.1,46,0.36,0.761466054
1700,3.1,46,0.38,0.744210112
1700,3.1,46,0.4,0.719743267
1700,3.1,46,0.42,0.69433975
1700,3.1,46,0.44,0.672139334
1700,3.1,46,0.46,0.649669149
1700,3.1,46,0.48,0.593717374
1700,3.1,46,0.5,0.409768351
1700,3.1,48,0.3,0.711543418
1700,3.1,48,0.32,0.74694367
1700,3.1,48,0.34,0.760583685
1700,3.1,48,0.36,0.755603048
1700,3.1,48,0.38,0.737283118
1700,3.1,48,0.4,0.711912456
1700,3.1,48,0.42,0.685622228
1700,3.1,48,0.44,0.66241825
1700,3.1,48,0.46,0.638637188
1700,3.1,48,0.48,0.580215661
1700,3.1,48,0.5,0.39208799
1700,3.1,50,0.3,0.707852938
1700,3.1,50,0.32,0.74180269
1700,3.1,50,0.34,0.753949039
1700,3.1,50,0.36,0.747670813
1700,3.1,50,0.38,0.728234523
1700,3.1,50,0.4,0.701778385
1700,3.1,50,0.42,0.674224364
1700,3.1,50,0.44,0.64933545
1700,3.1,50,0.46,0.623012553
1700,3.1,50,0.48,0.559718171
1700,3.1,50,0.5,0.365012433
1700,3.2,30,0.3,0.663724012
1700,3.2,30,0.32,0.699704454
1700,3.2,30,0.34,0.709967244
1700,3.2,30,0.36,0.696225046
1700,3.2,30,0.38,0.664881296
1700,3.2,30,0.4,0.622850385
1700,3.2,30,0.42,0.573981009
1700,3.2,30,0.44,0.508641209
1700,3.2,30,0.46,0.366117038
1700,3.2,30,0.48,0.092089724
1700,3.2,30,0.5,0.057091905
1700,3.2,32,0.3,0.67663391
1700,3.2,32,0.32,0.713519489
1700,3.2,32,0.34,0.724007159
1700,3.2,32,0.36,0.710336504
1700,3.2,32,0.38,0.679690633
1700,3.2,32,0.4,0.639917948
1700,3.2,32,0.42,0.596251307
1700,3.2,32,0.44,0.542469685
1700,3.2,32,0.46,0.426897777
1700,3.2,32,0.48,0.15630258
1700,3.2,32,0.5,0.044008859
1700,3.2,34,0.3,0.689231572
1700,3.2,34,0.32,0.726373645
1700,3.2,34,0.34,0.736584384
1700,3.2,34,0.36,0.722619863
1700,3.2,34,0.38,0.692307938
1700,3.2,34,0.4,0.654205134
1700,3.2,34,0.42,0.614530209
1700,3.2,34,0.44,0.569424157
1700,3.2,34,0.46,0.474170374
1700,3.2,34,0.48,0.219331777
1700,3.2,34,0.5,0.049774141
1700,3.2,36,0.3,0.700595799
1700,3.2,36,0.32,0.737421745
1700,3.2,36,0.34,0.746947793
1700,3.2,36,0.36,0.732421347
1700,3.2,36,0.38,0.702181824
1700,3.2,36,0.4,0.665299183
1700,3.2,36,0.42,0.628683725
1700,3.2,36,0.44,0.590123258
1700,3.2,36,0.46,0.509974653
1700,3.2,36,0.48,0.273055022
1700,3.2,36,0.5,0.06625079
1700,3.2,38,0.3,0.71014707
1700,3.2,38,0.32,0.746172694
1700,3.2,38,0.34,0.754691525
1700,3.2,38,0.36,0.739405927
1700,3.2,38,0.38,0.709038309
1700,3.2,38,0.4,0.673003238
1700,3.2,38,0.42,0.638677017
1700,3.2,38,0.44,0.604990274
1700,3.2,38,0.46,0.535859404
1700,3.2,38,0.48,0.314542055
1700,3.2,38,0.5,0.085923787
1700,3.2,40,0.3,0.717553679
1700,3.2,40,0.32,0.752389772
1700,3.2,40,0.34,0.759656755
1700,3.2,40,0.36,0.743467006
1700,3.2,40,0.38,0.712805059
1700,3.2,40,0.4,0.677283613
1700,3.2,40,0.42,0.64456548
1700,3.2,40,0.44,0.614351343
1700,3.2,40,0.46,0.552918352
1700,3.2,40,0.48,0.343228119
1700,3.2,40,0.5,0.103454613
1700,3.2,42,0.3,0.722660478
1700,3.2,42,0.32,0.756015587
1700,3.2,42,0.34,0.761858684
1700,3.2,42,0.36,0.744660297
1700,3.2,42,0.38,0.713556031
1700,3.2,42,0.4,0.678229579
1700,3.2,42,0.42,0.646480973
1700,3.2,42,0.44,0.618485827
1700,3.2,42,0.46,0.56190491
1700,3.2,42,0.48,0.359446973
1700,3.2,42,0.5,0.115855487
1700,3.2,44,0.3,0.725434142
1700,3.2,44,0.32,0.757114305
1700,3.2,44,0.34,0.761430488
1700,3.2,44,0.36,0.743153472
1700,3.2,44,0.38,0.711469503
1700,3.2,44,0.4,0.67602265
1700,3.2,44,0.42,0.64461944
1700,3.2,44,0.44,0.617655781
1700,3.2,44,0.46,0.563337406
1700,3.2,44,0.48,0.363824994
1700,3.2,44,0.5,0.122115227
1700,3.2,46,0.3,0.72592318
1700,3.2,46,0.32,0.755828802
1700,3.2,46,0.34,0.758581434
1700,3.2,46,0.36,0.739188505
1700,3.2,46,0.38,0.706796864
1700,3.2,46,0.4,0.670914098
1700,3.2,46,0.42,0.639232507
1700,3.2,46,0.44,0.612127419
1700,3.2,46,0.46,0.55758512
1700,3.2,46,0.48,0.357117896
1700,3.2,46,0.5,0.122765751
1700,3.2,48,0.3,0.724230514
1700,3.2,48,0.32,0.752350425
1700,3.2,48,0.34,0.753566727
1700,3.2,48,0.36,0.733054259
1700,3.2,48,0.38,0.699839819
1700,3.2,48,0.4,0.663208883
1700,3.2,48,0.42,0.630622722
1700,3.2,48,0.44,0.602189597
1700,3.2,48,0.46,0.544941497
1700,3.2,48,0.48,0.340271498
1700,3.2,48,0.5,0.119518852
1700,3.2,50,0.3,0.720495473
1700,3.2,50,0.32,0.746898384
1700,3.2,50,0.34,0.746666286
1700,3.2,50,0.36,0.725066583
1700,3.2,50,0.38,0.690933401
1700,3.2,50,0.4,0.653253493
1700,3.2,50,0.42,0.619140442
1700,3.2,50,0.44,0.588169892
1700,3.2,50,0.46,0.525691271
1700,3.2,50,0.48,0.314604263
1700,3.2,50,0.5,0.114916132
1700,3.3,30,0.3,0.685454211
1700,3.3,30,0.32,0.711703514
1700,3.3,30,0.34,0.702362571
1700,3.3,30,0.36,0.66592483
1700,3.3,30,0.38,0.614289648
1700,3.3,30,0.4,0.556362615
1700,3.3,30,0.42,0.489512827
1700,3.3,30,0.44,0.362419434
1700,3.3,30,0.46,0.086018625
1700,3.3,30,0.48,0.038040351
1700,3.3,30,0.5,0.105650736
1700,3.3,32,0.3,0.698200078
1700,3.3,32,0.32,0.72446539
1700,3.3,32,0.34,0.714382538
1700,3.3,32,0.36,0.677487461
1700,3.3,32,0.38,0.626842589
1700,3.3,32,0.4,0.572767768
1700,3.3,32,0.42,0.515706048
1700,3.3,32,0.44,0.41377148
1700,3.3,32,0.46,0.147150655
1700,3.3,32,0.48,0.026577168
1700,3.3,32,0.5,0.078691922
1700,3.3,34,0.3,0.710381454
1700,3.3,34,0.32,0.7360788
1700,3.3,34,0.34,0.724939251
1700,3.3,34,0.36,0.687403905
1700,3.3,34,0.38,0.637432756
1700,3.3,34,0.4,0.586357491
1700,3.3,34,0.42,0.536746864
1700,3.3,34,0.44,0.45366969
1700,3.3,34,0.46,0.205965631
1700,3.3,34,0.48,0.030507383
1700,3.3,34,0.5,0.061486853
1700,3.3,36,0.3,0.721147873
1700,3.3,36,0.32,0.745805904
1700,3.3,36,0.34,0.733410721
1700,3.3,36,0.36,0.695155143
1700,3.3,36,0.38,0.645650317
1700,3.3,36,0.4,0.596922991
1700,3.3,36,0.42,0.553011286
1700,3.3,36,0.44,0.483955521
1700,3.3,36,0.46,0.255773274
1700,3.3,36,0.48,0.043451117
1700,3.3,36,0.5,0.052655411
1700,3.3,38,0.3,0.729982882
1700,3.3,38,0.32,0.753234212
1700,3.3,38,0.34,0.739467773
1700,3.3,38,0.36,0.700467696
1700,3.3,38,0.38,0.651271897
1700,3.3,38,0.4,0.604347179
1700,3.3,38,0.42,0.564730438
1700,3.3,38,0.44,0.505920064
1700,3.3,38,0.46,0.29416546
1700,3.3,38,0.48,0.059383095
1700,3.3,38,0.5,0.050003787
1700,3.3,40,0.3,0.736610557
1700,3.3,40,0.32,0.758184658
1700,3.3,40,0.34,0.742991356
1700,3.3,40,0.36,0.703247371
1700,3.3,40,0.38,0.654217233
1700,3.3,40,0.4,0.608598234
1700,3.3,40,0.42,0.572071799
1700,3.3,40,0.44,0.520425288
1700,3.3,40,0.46,0.320686156
1700,3.3,40,0.48,0.073850514
1700,3.3,40,0.5,0.051287013
1700,3.3,42,0.3,0.740925647
1700,3.3,42,0.32,0.760643764
1700,3.3,42,0.34,0.744013308
1700,3.3,42,0.36,0.703532857
1700,3.3,42,0.38,0.654518472
1700,3.3,42,0.4,0.609721793
1700,3.3,42,0.42,0.575183817
1700,3.3,42,0.44,0.528036066
1700,3.3,42,0.46,0.335618335
1700,3.3,42,0.48,0.084246034
1700,3.3,42,0.5,0.054776151
1700,3.3,44,0.3,0.742939495
1700,3.3,44,0.32,0.760710998
1700,3.3,44,0.34,0.74267078
1700,3.3,44,0.36,0.701460158
1700,3.3,44,0.38,0.652296246
1700,3.3,44,0.4,0.607833131
1700,3.3,44,0.42,0.574222898
1700,3.3,44,0.44,0.52912579
1700,3.3,44,0.46,0.339486735
1700,3.3,44,0.48,0.089620794
1700,3.3,44,0.5,0.059516546
1700,3.3,46,0.3,0.742739561
1700,3.3,46,0.32,0.758558714
1700,3.3,46,0.34,0.739171241
1700,3.3,46,0.36,0.697235062
1700,3.3,46,0.38,0.64774092
1700,3.3,46,0.4,0.603110741
1700,3.3,46,0.42,0.569372576
1700,3.3,46,0.44,0.523959065
1700,3.3,46,0.46,0.332936618
1700,3.3,46,0.48,0.09037661
1700,3.3,46,0.5,0.065314266
1700,3.3,48,0.3,0.740460688
1700,3.3,48,0.32,0.754402814
1700,3.3,48,0.34,0.733766226
1700,3.3,48,0.36,0.69111196
1700,3.3,48,0.38,0.641097796
1700,3.3,48,0.4,0.595791212
1700,3.3,48,0.42,0.560858725
1700,3.3,48,0.44,0.512759988
1700,3.3,48,0.46,0.31680484
1700,3.3,48,0.48,0.087952489
1700,3.3,48,0.5,0.072538169
1700,3.3,50,0.3,0.736265656
1700,3.3,50,0.32,0.748481968
1700,3.3,50,0.34,0.726731836
1700,3.3,50,0.36,0.683377271
1700,3.3,50,0.38,0.632654708
