lambda (nm),n,alpha (deg),f,TM
1300,1.6,32,0.38,0.954988113
1300,1.6,32,0.4,0.964874789
1300,1.6,32,0.42,0.966953692
1300,1.6,32,0.44,0.965033921
1300,1.6,32,0.46,0.961896155
1300,1.6,32,0.48,0.959511891
1300,1.6,32,0.5,0.958902467
1300,1.6,34,0.3,0.740443322
1300,1.6,34,0.32,0.818431081
1300,1.6,34,0.34,0.876992358
1300,1.6,34,0.36,0.916090885
1300,1.6,34,0.38,0.93855695
1300,1.6,34,0.4,0.948662664
1300,1.6,34,0.42,0.950828411
1300,1.6,34,0.44,0.948855449
1300,1.6,34,0.46,0.94555127
1300,1.6,34,0.48,0.942921374
1300,1.6,34,0.5,0.94205106
1300,1.6,36,0.3,0.713640588
1300,1.6,36,0.32,0.790072269
1300,1.6,36,0.34,0.847849829
1300,1.6,36,0.36,0.886691658
1300,1.6,36,0.38,0.909158579
1300,1.6,36,0.4,0.919322211
1300,1.6,36,0.42,0.921452702
1300,1.6,36,0.44,0.91931705
1300,1.6,36,0.46,0.915737115
1300,1.6,36,0.48,0.912755038
1300,1.6,36,0.5,0.91154167
1300,1.6,38,0.3,0.677932083
1300,1.6,38,0.32,0.751902942
1300,1.6,38,0.34,0.808217562
1300,1.6,38,0.36,0.846330565
1300,1.6,38,0.38,0.868475551
1300,1.6,38,0.4,0.878463002
1300,1.6,38,0.42,0.880360174
1300,1.6,38,0.44,0.877869658
1300,1.6,38,0.46,0.87381219
1300,1.6,38,0.48,0.870270961
1300,1.6,38,0.5,0.868533333
1300,1.6,40,0.3,0.63560189
1300,1.6,40,0.32,0.706205432
1300,1.6,40,0.34,0.760287318
1300,1.6,40,0.36,0.797030148
1300,1.6,40,0.38,0.818289636
1300,1.6,40,0.4,0.827548116
1300,1.6,40,0.42,0.828595867
1300,1.6,40,0.44,0.825005304
1300,1.6,40,0.46,0.819538885
1300,1.6,40,0.48,0.814284136
1300,1.6,40,0.5,0.810632568
1300,1.6,42,0.3,0.593642912
1300,1.6,42,0.32,0.659272353
1300,1.6,42,0.34,0.708390921
1300,1.6,42,0.36,0.738116071
1300,1.6,42,0.38,0.742979278
1300,1.6,42,0.4,0.674638229
1300,1.6,42,0.42,0.196894712
1300,1.6,42,0.44,0.771547833
1300,1.6,42,0.46,0.787923694
1300,1.6,42,0.48,0.785309805
1300,1.6,42,0.5,0.780969097
1300,1.6,44,0.3,0.526416865
1300,1.6,44,0.32,0.590836302
1300,1.6,44,0.34,0.641736789
1300,1.6,44,0.36,0.67778718
1300,1.6,44,0.38,0.700021115
1300,1.6,44,0.4,0.711181669
1300,1.6,44,0.42,0.714495002
1300,1.6,44,0.44,0.713263523
1300,1.6,44,0.46,0.710060912
1300,1.6,44,0.48,0.706840194
1300,1.6,44,0.5,0.704861629
1300,1.6,46,0.3,0.475545414
1300,1.6,46,0.32,0.534274776
1300,1.6,46,0.34,0.581008453
1300,1.6,46,0.36,0.61427964
1300,1.6,46,0.38,0.634771334
1300,1.6,46,0.4,0.64483586
1300,1.6,46,0.42,0.647353032
1300,1.6,46,0.44,0.645433351
1300,1.6,46,0.46,0.641578844
1300,1.6,46,0.48,0.637790897
1300,1.6,46,0.5,0.635527852
1300,1.6,48,0.3,0.42183331
1300,1.6,48,0.32,0.475314566
1300,1.6,48,0.34,0.51829091
1300,1.6,48,0.36,0.549166238
1300,1.6,48,0.38,0.568264085
1300,1.6,48,0.4,0.577506872
1300,1.6,48,0.42,0.579375849
1300,1.6,48,0.44,0.576686671
1300,1.6,48,0.46,0.571663138
1300,1.6,48,0.48,0.56564855
1300,1.6,48,0.5,0.551392165
1300,1.6,50,0.3,0.368775148
1300,1.6,50,0.32,0.416905981
1300,1.6,50,0.34,0.45597373
1300,1.6,50,0.36,0.484269927
1300,1.6,50,0.38,0.501717683
1300,1.6,50,0.4,0.509605501
1300,1.6,50,0.42,0.509324396
1300,1.6,50,0.44,0.499367981
1300,1.6,50,0.46,0.120483214
1300,1.6,50,0.48,0.507815447
1300,1.6,50,0.5,0.500869839
1300,1.7,30,0.3,0.810802849
1300,1.7,30,0.32,0.883653423
1300,1.7,30,0.34,0.93290183
1300,1.7,30,0.36,0.96068992
1300,1.7,30,0.38,0.971779134
1300,1.7,30,0.4,0.971663236
1300,1.7,30,0.42,0.965345799
1300,1.7,30,0.44,0.956710435
1300,1.7,30,0.46,0.948466695
1300,1.7,30,0.48,0.942482143
1300,1.7,30,0.5,0.939817751
1300,1.7,32,0.3,0.807070582
1300,1.7,32,0.32,0.880346504
1300,1.7,32,0.34,0.930123523
1300,1.7,32,0.36,0.958399511
1300,1.7,32,0.38,0.969844767
1300,1.7,32,0.4,0.969931295
1300,1.7,32,0.42,0.963663041
1300,1.7,32,0.44,0.954968078
1300,1.7,32,0.46,0.946602654
1300,1.7,32,0.48,0.940473824
1300,1.7,32,0.5,0.937672018
1300,1.7,34,0.3,0.791301315
1300,1.7,34,0.32,0.86422385
1300,1.7,34,0.34,0.914041076
1300,1.7,34,0.36,0.942520733
1300,1.7,34,0.38,0.954154638
1300,1.7,34,0.4,0.954326106
1300,1.7,34,0.42,0.947997176
1300,1.7,34,0.44,0.939127485
1300,1.7,34,0.46,0.930519257
1300,1.7,34,0.48,0.9241287
1300,1.7,34,0.5,0.921095061
1300,1.7,36,0.3,0.764867993
1300,1.7,36,0.32,0.836662752
1300,1.7,36,0.34,0.886010167
1300,1.7,36,0.36,0.914379254
1300,1.7,36,0.38,0.92600643
1300,1.7,36,0.4,0.926122392
1300,1.7,36,0.42,0.919604448
1300,1.7,36,0.44,0.91042801
1300,1.7,36,0.46,0.901438087
1300,1.7,36,0.48,0.894649729
1300,1.7,36,0.5,0.891272767
1300,1.7,38,0.3,0.72950201
1300,1.7,38,0.32,0.799400071
1300,1.7,38,0.34,0.847731058
1300,1.7,38,0.36,0.875615569
1300,1.7,38,0.38,0.886968759
1300,1.7,38,0.4,0.886807213
1300,1.7,38,0.42,0.879877607
1300,1.7,38,0.44,0.870149676
1300,1.7,38,0.46,0.860504578
1300,1.7,38,0.48,0.853027987
1300,1.7,38,0.5,0.84902936
1300,1.7,40,0.3,0.687494079
1300,1.7,40,0.32,0.754704617
1300,1.7,40,0.34,0.80135193
1300,1.7,40,0.36,0.82816034
1300,1.7,40,0.38,0.838649815
1300,1.7,40,0.4,0.83753818
1300,1.7,40,0.42,0.829353339
1300,1.7,40,0.44,0.817980584
1300,1.7,40,0.46,0.806255055
1300,1.7,40,0.48,0.796244155
1300,1.7,40,0.5,0.78917809
1300,1.7,42,0.3,0.646973858
1300,1.7,42,0.32,0.710201873
1300,1.7,42,0.34,0.752258061
1300,1.7,42,0.36,0.770696994
1300,1.7,42,0.38,0.757427144
1300,1.7,42,0.4,0.621716071
1300,1.7,42,0.42,0.445312203
1300,1.7,42,0.44,0.785697922
1300,1.7,42,0.46,0.792474807
1300,1.7,42,0.48,0.785354149
1300,1.7,42,0.5,0.778491828
1300,1.7,44,0.3,0.575995702
1300,1.7,44,0.32,0.638520343
1300,1.7,44,0.34,0.68378146
1300,1.7,44,0.36,0.711686391
1300,1.7,44,0.38,0.724846057
1300,1.7,44,0.4,0.727248752
1300,1.7,44,0.42,0.722976461
1300,1.7,44,0.44,0.715756741
1300,1.7,44,0.46,0.708360259
1300,1.7,44,0.48,0.702884436
1300,1.7,44,0.5,0.700814825
1300,1.7,46,0.3,0.524983843
1300,1.7,46,0.32,0.582574784
1300,1.7,46,0.34,0.62435546
1300,1.7,46,0.36,0.649953116
1300,1.7,46,0.38,0.661616688
1300,1.7,46,0.4,0.663002429
1300,1.7,46,0.42,0.657972611
1300,1.7,46,0.44,0.650238789
1300,1.7,46,0.46,0.642777648
1300,1.7,46,0.48,0.638320645
1300,1.7,46,0.5,0.640355745
1300,1.7,48,0.3,0.47022569
1300,1.7,48,0.32,0.523337403
1300,1.7,48,0.34,0.562182052
1300,1.7,48,0.36,0.586069841
1300,1.7,48,0.38,0.59682813
1300,1.7,48,0.4,0.597716022
1300,1.7,48,0.42,0.592367174
1300,1.7,48,0.44,0.584633684
1300,1.7,48,0.46,0.57884799
1300,1.7,48,0.48,0.584985003
1300,1.7,48,0.5,0.52569001
1300,1.7,50,0.3,0.415620881
1300,1.7,50,0.32,0.464100389
1300,1.7,50,0.34,0.499838326
1300,1.7,50,0.36,0.521793077
1300,1.7,50,0.38,0.531208708
1300,1.7,50,0.4,0.530436248
1300,1.7,50,0.42,0.520123757
1300,1.7,50,0.44,0.518515082
1300,1.7,50,0.46,0.509685292
1300,1.7,50,0.48,0.498785977
1300,1.7,50,0.5,0.491233378
1300,1.8,30,0.3,0.861537432
1300,1.8,30,0.32,0.925800482
1300,1.8,30,0.34,0.962909965
1300,1.8,30,0.36,0.977168633
1300,1.8,30,0.38,0.974974243
1300,1.8,30,0.4,0.962740031
1300,1.8,30,0.42,0.9458187
1300,1.8,30,0.44,0.928297125
1300,1.8,30,0.46,0.912992217
1300,1.8,30,0.48,0.902012762
1300,1.8,30,0.5,0.89649709
1300,1.8,32,0.3,0.857928886
1300,1.8,32,0.32,0.922649086
1300,1.8,32,0.34,0.960251753
1300,1.8,32,0.36,0.974901061
1300,1.8,32,0.38,0.972948093
1300,1.8,32,0.4,0.960815673
1300,1.8,32,0.42,0.943897235
1300,1.8,32,0.44,0.926335295
1300,1.8,32,0.46,0.91098881
1300,1.8,32,0.48,0.899997426
1300,1.8,32,0.5,0.894515736
1300,1.8,34,0.3,0.84242326
1300,1.8,34,0.32,0.906975717
1300,1.8,34,0.34,0.944700007
1300,1.8,34,0.36,0.959523972
1300,1.8,34,0.38,0.957673496
1300,1.8,34,0.4,0.945528202
1300,1.8,34,0.42,0.928493718
1300,1.8,34,0.44,0.910761064
1300,1.8,34,0.46,0.895233545
1300,1.8,34,0.48,0.884090975
1300,1.8,34,0.5,0.878521329
1300,1.8,36,0.3,0.816340282
1300,1.8,36,0.32,0.880093269
1300,1.8,36,0.34,0.917542298
1300,1.8,36,0.36,0.932296308
1300,1.8,36,0.38,0.930382309
1300,1.8,36,0.4,0.918084265
1300,1.8,36,0.42,0.900787625
1300,1.8,36,0.44,0.882722641
1300,1.8,36,0.46,0.866838517
1300,1.8,36,0.48,0.855364931
1300,1.8,36,0.5,0.84954157
1300,1.8,38,0.3,0.781353377
1300,1.8,38,0.32,0.843662657
1300,1.8,38,0.34,0.880389249
1300,1.8,38,0.36,0.894755884
1300,1.8,38,0.38,0.89252045
1300,1.8,38,0.4,0.879815876
1300,1.8,38,0.42,0.861967086
1300,1.8,38,0.44,0.843228215
1300,1.8,38,0.46,0.826592185
1300,1.8,38,0.48,0.814345581
1300,1.8,38,0.5,0.807788848
1300,1.8,40,0.3,0.73974485
1300,1.8,40,0.32,0.79990436
1300,1.8,40,0.34,0.835274849
1300,1.8,40,0.36,0.848615546
1300,1.8,40,0.38,0.845317696
1300,1.8,40,0.4,0.831261721
1300,1.8,40,0.42,0.811599838
1300,1.8,40,0.44,0.790500281
1300,1.8,40,0.46,0.77084968
1300,1.8,40,0.48,0.754721189
1300,1.8,40,0.5,0.7427667
1300,1.8,42,0.3,0.700330513
1300,1.8,42,0.32,0.756667085
1300,1.8,42,0.34,0.786234486
1300,1.8,42,0.36,0.78670736
1300,1.8,42,0.38,0.743605087
1300,1.8,42,0.4,0.482717943
1300,1.8,42,0.42,0.603517818
1300,1.8,42,0.44,0.791269632
1300,1.8,42,0.46,0.784258005
1300,1.8,42,0.48,0.770022329
1300,1.8,42,0.5,0.759416359
1300,1.8,44,0.3,0.626958967
1300,1.8,44,0.32,0.684348419
1300,1.8,44,0.34,0.720427504
1300,1.8,44,0.36,0.736918972
1300,1.8,44,0.38,0.738271943
1300,1.8,44,0.4,0.729718517
1300,1.8,44,0.42,0.716081682
1300,1.8,44,0.44,0.701460007
1300,1.8,44,0.46,0.688834158
1300,1.8,44,0.48,0.680765862
1300,1.8,44,0.5,0.679487882
1300,1.8,46,0.3,0.57612194
1300,1.8,46,0.32,0.629268108
1300,1.8,46,0.34,0.662363222
1300,1.8,46,0.36,0.676784384
1300,1.8,46,0.38,0.676644786
1300,1.8,46,0.4,0.666929618
1300,1.8,46,0.42,0.652358495
1300,1.8,46,0.44,0.637208562
1300,1.8,46,0.46,0.625226568
1300,1.8,46,0.48,0.622418542
1300,1.8,46,0.5,0.665466338
1300,1.8,48,0.3,0.520891831
1300,1.8,48,0.32,0.570457623
1300,1.8,48,0.34,0.601416154
1300,1.8,48,0.36,0.614675349
1300,1.8,48,0.38,0.613839825
1300,1.8,48,0.4,0.603441334
1300,1.8,48,0.42,0.58779968
1300,1.8,48,0.44,0.570375256
1300,1.8,48,0.46,0.514277037
1300,1.8,48,0.48,0.537714171
1300,1.8,48,0.5,0.531814453
1300,1.8,50,0.3,0.465534021
1300,1.8,50,0.32,0.511492584
1300,1.8,50,0.34,0.540298489
1300,1.8,50,0.36,0.552184943
1300,1.8,50,0.38,0.549410466
1300,1.8,50,0.4,0.528767199
1300,1.8,50,0.42,0.544044727
1300,1.8,50,0.44,0.517645619
1300,1.8,50,0.46,0.499242109
1300,1.8,50,0.48,0.485175003
1300,1.8,50,0.5,0.476388557
1300,1.9,30,0.3,0.910571831
1300,1.9,30,0.32,0.96139388
1300,1.9,30,0.34,0.981449972
1300,1.9,30,0.36,0.977598858
1300,1.9,30,0.38,0.958017792
1300,1.9,30,0.4,0.930153656
1300,1.9,30,0.42,0.899913012
1300,1.9,30,0.44,0.871912443
1300,1.9,30,0.46,0.849319548
1300,1.9,30,0.48,0.834446887
1300,1.9,30,0.5,0.82841616
1300,1.9,32,0.3,0.906946338
1300,1.9,32,0.32,0.958222721
1300,1.9,32,0.34,0.978705879
1300,1.9,32,0.36,0.975170096
1300,1.9,32,0.38,0.955781686
1300,1.9,32,0.4,0.928041505
1300,1.9,32,0.42,0.8979056
1300,1.9,32,0.44,0.870035906
1300,1.9,32,0.46,0.847617931
1300,1.9,32,0.48,0.832977842
1300,1.9,32,0.5,0.827235031
1300,1.9,34,0.3,0.891591636
1300,1.9,34,0.32,0.942833989
1300,1.9,34,0.34,0.963463519
1300,1.9,34,0.36,0.960077708
1300,1.9,34,0.38,0.940764427
1300,1.9,34,0.4,0.913033326
1300,1.9,34,0.42,0.882868032
1300,1.9,34,0.44,0.854968514
1300,1.9,34,0.46,0.832539768
1300,1.9,34,0.48,0.817933174
1300,1.9,34,0.5,0.812279733
1300,1.9,36,0.3,0.865784171
1300,1.9,36,0.32,0.916485639
1300,1.9,36,0.34,0.936949627
1300,1.9,36,0.36,0.933512087
1300,1.9,36,0.38,0.914116652
1300,1.9,36,0.4,0.886233077
1300,1.9,36,0.42,0.855848317
1300,1.9,36,0.44,0.827692082
1300,1.9,36,0.46,0.804991052
1300,1.9,36,0.48,0.790131473
1300,1.9,36,0.5,0.78426438
1300,1.9,38,0.3,0.831142651
1300,1.9,38,0.32,0.880760307
1300,1.9,38,0.34,0.90067301
1300,1.9,38,0.36,0.896875426
1300,1.9,38,0.38,0.877097504
1300,1.9,38,0.4,0.848710381
1300,1.9,38,0.42,0.817669573
1300,1.9,38,0.44,0.788716995
1300,1.9,38,0.46,0.76509175
1300,1.9,38,0.48,0.749193172
1300,1.9,38,0.5,0.742122788
1300,1.9,40,0.3,0.78989641
1300,1.9,40,0.32,0.837744171
1300,1.9,40,0.34,0.856410648
1300,1.9,40,0.36,0.8514389
1300,1.9,40,0.38,0.830220863
1300,1.9,40,0.4,0.799885494
1300,1.9,40,0.42,0.766197306
1300,1.9,40,0.44,0.733703533
1300,1.9,40,0.46,0.705276999
1300,1.9,40,0.48,0.682389532
1300,1.9,40,0.5,0.663091965
1300,1.9,42,0.3,0.750603367
1300,1.9,42,0.32,0.793594375
1300,1.9,42,0.34,0.803173714
1300,1.9,42,0.36,0.776786696
1300,1.9,42,0.38,0.68771637
1300,1.9,42,0.4,0.245571479
1300,1.9,42,0.42,0.692435824
1300,1.9,42,0.44,0.776757824
1300,1.9,42,0.46,0.753148448
1300,1.9,42,0.48,0.731074292
1300,1.9,42,0.5,0.717901026
1300,1.9,44,0.3,0.677393015
1300,1.9,44,0.32,0.724848055
1300,1.9,44,0.34,0.74661889
1300,1.9,44,0.36,0.747029113
1300,1.9,44,0.38,0.732521299
1300,1.9,44,0.4,0.709600969
1300,1.9,44,0.42,0.683714716
1300,1.9,44,0.44,0.659345516
1300,1.9,44,0.46,0.639686565
1300,1.9,44,0.48,0.627928371
1300,1.9,44,0.5,0.630479181
1300,1.9,46,0.3,0.626905667
1300,1.9,46,0.32,0.670622591
1300,1.9,46,0.34,0.689591485
1300,1.9,46,0.36,0.687689626
1300,1.9,46,0.38,0.670903388
1300,1.9,46,0.4,0.645174112
1300,1.9,46,0.42,0.615054408
1300,1.9,46,0.44,0.58253473
1300,1.9,46,0.46,0.535506608
1300,1.9,46,0.48,0.618817032
1300,1.9,46,0.5,0.57535091
1300,1.9,48,0.3,0.57188998
1300,1.9,48,0.32,0.612909097
1300,1.9,48,0.34,0.630240597
1300,1.9,48,0.36,0.626822463
1300,1.9,48,0.38,0.606994143
1300,1.9,48,0.4,0.571134058
1300,1.9,48,0.42,0.455602068
1300,1.9,48,0.44,0.589262928
1300,1.9,48,0.46,0.545773968
1300,1.9,48,0.48,0.523293088
1300,1.9,48,0.5,0.512479761
1300,1.9,50,0.3,0.516921171
1300,1.9,50,0.32,0.55552815
1300,1.9,50,0.34,0.571235045
1300,1.9,50,0.36,0.563734882
1300,1.9,50,0.38,0.498535261
1300,1.9,50,0.4,0.567976025
1300,1.9,50,0.42,0.531695612
1300,1.9,50,0.44,0.502925135
1300,1.9,50,0.46,0.479606097
1300,1.9,50,0.48,0.463017915
1300,1.9,50,0.5,0.454765656
1300,2,30,0.3,0.952942277
1300,2,30,0.32,0.982924206
1300,2,30,0.34,0.978964828
1300,2,30,0.36,0.951241287
1300,2,30,0.38,0.910158761
1300,2,30,0.4,0.864527329
1300,2,30,0.42,0.821137277
1300,2,30,0.44,0.784946585
1300,2,30,0.46,0.759366119
1300,2,30,0.48,0.746346593
1300,2,30,0.5,0.746989494
1300,2,32,0.3,0.949147772
1300,2,32,0.32,0.979565947
1300,2,32,0.34,0.97601411
1300,2,32,0.36,0.94862311
1300,2,32,0.38,0.907833498
1300,2,32,0.4,0.862515307
1300,2,32,0.42,0.819490312
1300,2,32,0.44,0.783722599
1300,2,32,0.46,0.758628019
1300,2,32,0.48,0.746152709
1300,2,32,0.5,0.74739466
1300,2,34,0.3,0.933823691
1300,2,34,0.32,0.964307554
1300,2,34,0.34,0.960954967
1300,2,34,0.36,0.933763063
1300,2,34,0.38,0.893142922
1300,2,34,0.4,0.84798271
1300,2,34,0.42,0.805113238
1300,2,34,0.44,0.769501811
1300,2,34,0.46,0.744576649
1300,2,34,0.48,0.732298754
1300,2,34,0.5,0.733809964
1300,2,36,0.3,0.908202711
1300,2,36,0.32,0.938345672
1300,2,36,0.34,0.934933237
1300,2,36,0.36,0.907744411
1300,2,36,0.38,0.867094237
1300,2,36,0.4,0.821842903
1300,2,36,0.42,0.778806815
1300,2,36,0.44,0.742953584
1300,2,36,0.46,0.717726225
1300,2,36,0.48,0.705109722
1300,2,36,0.5,0.706318738
1300,2,38,0.3,0.873834475
1300,2,38,0.32,0.903154564
1300,2,38,0.34,0.899297433
1300,2,38,0.36,0.871734164
1300,2,38,0.38,0.830602867
1300,2,38,0.4,0.784670088
1300,2,38,0.42,0.740694381
1300,2,38,0.44,0.703611913
1300,2,38,0.46,0.67681599
1300,2,38,0.48,0.662169692
1300,2,38,0.5,0.660570894
1300,2,40,0.3,0.832801827
1300,2,40,0.32,0.860531314
1300,2,40,0.34,0.855328875
1300,2,40,0.36,0.826204722
1300,2,40,0.38,0.782930668
1300,2,40,0.4,0.73394535
1300,2,40,0.42,0.685632335
1300,2,40,0.44,0.642334547
1300,2,40,0.46,0.605989954
1300,2,40,0.48,0.573893588
1300,2,40,0.5,0.525075137
1300,2,42,0.3,0.791888493
1300,2,42,0.32,0.812271871
1300,2,42,0.34,0.792463008
1300,2,42,0.36,0.728903998
1300,2,42,0.38,0.57549266
1300,2,42,0.4,0.03755719
1300,2,42,0.42,0.723527571
1300,2,42,0.44,0.731713126
1300,2,42,0.46,0.69349115
1300,2,42,0.48,0.667310648
1300,2,42,0.5,0.658409897
1300,2,44,0.3,0.722699316
1300,2,44,0.32,0.752607805
1300,2,44,0.34,0.752665726
1300,2,44,0.36,0.730431999
1300,2,44,0.38,0.69453327
1300,2,44,0.4,0.652472238
1300,2,44,0.42,0.609698541
1300,2,44,0.44,0.569224554
1300,2,44,0.46,0.529616955
1300,2,44,0.48,0.594970219
1300,2,44,0.5,0.634085814
1300,2,46,0.3,0.672377957
1300,2,46,0.32,0.698507087
1300,2,46,0.34,0.694917808
1300,2,46,0.36,0.668072231
1300,2,46,0.38,0.62452773
1300,2,46,0.4,0.566331353
1300,2,46,0.42,0.476020836
1300,2,46,0.44,0.512178854
1300,2,46,0.46,0.624321362
1300,2,46,0.48,0.562277381
1300,2,46,0.5,0.540323818
1300,2,48,0.3,0.618048225
1300,2,48,0.32,0.641572562
1300,2,48,0.34,0.634466692
1300,2,48,0.36,0.598264566
1300,2,48,0.38,0.515647403
1300,2,48,0.4,0.225982068
1300,2,48,0.42,0.614267503
1300,2,48,0.44,0.551681281
1300,2,48,0.46,0.513022464
1300,2,48,0.48,0.490026773
1300,2,48,0.5,0.481333553
1300,2,50,0.3,0.564403444
1300,2,50,0.32,0.584990594
1300,2,50,0.34,0.56715417
1300,2,50,0.36,0.403834067
1300,2,50,0.38,0.586266841
1300,2,50,0.4,0.55225036
1300,2,50,0.42,0.51075507
1300,2,50,0.44,0.47577722
1300,2,50,0.46,0.449030255
1300,2,50,0.48,0.432317183
1300,2,50,0.5,0.428261854
1300,2.1,30,0.3,0.979411932
1300,2.1,30,0.32,0.978802664
1300,2.1,30,0.34,0.943482427
1300,2.1,30,0.36,0.887956148
1300,2.1,30,0.38,0.825143699
1300,2.1,30,0.4,0.765046544
1300,2.1,30,0.42,0.714559226
1300,2.1,30,0.44,0.678249728
1300,2.1,30,0.46,0.658877961
1300,2.1,30,0.48,0.658468277
1300,2.1,30,0.5,0.678623991
1300,2.1,32,0.3,0.975327082
1300,2.1,32,0.32,0.975201509
1300,2.1,32,0.34,0.940383618
1300,2.1,32,0.36,0.885369499
1300,2.1,32,0.38,0.823122795
1300,2.1,32,0.4,0.763661019
1300,2.1,32,0.42,0.713890853
1300,2.1,32,0.44,0.678359995
1300,2.1,32,0.46,0.659844934
1300,2.1,32,0.48,0.660419632
1300,2.1,32,0.5,0.681891837
1300,2.1,34,0.3,0.959933791
1300,2.1,34,0.32,0.96000711
1300,2.1,34,0.34,0.925514186
1300,2.1,34,0.36,0.870854136
1300,2.1,34,0.38,0.808963031
1300,2.1,34,0.4,0.749838598
1300,2.1,34,0.42,0.700384366
1300,2.1,34,0.44,0.665133799
1300,2.1,34,0.46,0.646906714
1300,2.1,34,0.48,0.647928063
1300,2.1,34,0.5,0.670497732
1300,2.1,36,0.3,0.934400914
1300,2.1,36,0.32,0.934318105
1300,2.1,36,0.34,0.899880845
1300,2.1,36,0.36,0.845301751
1300,2.1,36,0.38,0.783413912
1300,2.1,36,0.4,0.724154431
1300,2.1,36,0.42,0.674404031
1300,2.1,36,0.44,0.638676104
1300,2.1,36,0.46,0.619838671
1300,2.1,36,0.48,0.620344946
1300,2.1,36,0.5,0.643266667
1300,2.1,38,0.3,0.900161542
1300,2.1,38,0.32,0.899418364
1300,2.1,38,0.34,0.864540749
1300,2.1,38,0.36,0.809443828
1300,2.1,38,0.38,0.746750413
1300,2.1,38,0.4,0.686252892
1300,2.1,38,0.42,0.634723172
1300,2.1,38,0.44,0.596509701
1300,2.1,38,0.46,0.574204407
1300,2.1,38,0.48,0.569658683
1300,2.1,38,0.5,0.582268371
1300,2.1,40,0.3,0.85899161
1300,2.1,40,0.32,0.856572404
1300,2.1,40,0.34,0.819921741
1300,2.1,40,0.36,0.762414777
1300,2.1,40,0.38,0.696126183
1300,2.1,40,0.4,0.630221816
1300,2.1,40,0.42,0.570469238
1300,2.1,40,0.44,0.518850024
1300,2.1,40,0.46,0.470526496
1300,2.1,40,0.48,0.399211351
1300,2.1,40,0.5,0.583537506
1300,2.1,42,0.3,0.813994096
1300,2.1,42,0.32,0.800424549
1300,2.1,42,0.34,0.741815363
1300,2.1,42,0.36,0.632987019
1300,2.1,42,0.38,0.402012047
1300,2.1,42,0.4,0.143928155
1300,2.1,42,0.42,0.697469828
1300,2.1,42,0.44,0.655145517
1300,2.1,42,0.46,0.610691847
1300,2.1,42,0.48,0.591922314
1300,2.1,42,0.5,0.634487308
1300,2.1,44,0.3,0.753099843
1300,2.1,44,0.32,0.754425789
1300,2.1,44,0.34,0.723131046
1300,2.1,44,0.36,0.67057957
1300,2.1,44,0.38,0.606758133
1300,2.1,44,0.4,0.537725986
1300,2.1,44,0.42,0.462484915
1300,2.1,44,0.44,0.384355011
1300,2.1,44,0.46,0.754845689
1300,2.1,44,0.48,0.588332984
1300,2.1,44,0.5,0.543782625
1300,2.1,46,0.3,0.701570466
1300,2.1,46,0.32,0.69723294
1300,2.1,46,0.34,0.657613509
1300,2.1,46,0.36,0.589176422
1300,2.1,46,0.38,0.487263553
1300,2.1,46,0.4,0.30544585
1300,2.1,46,0.42,0.699902243
1300,2.1,46,0.44,0.617946873
1300,2.1,46,0.46,0.540588689
1300,2.1,46,0.48,0.503925123
1300,2.1,46,0.5,0.492602436
1300,2.1,48,0.3,0.646423967
1300,2.1,48,0.32,0.635023467
1300,2.1,48,0.34,0.575876522
1300,2.1,48,0.36,0.427574735
1300,2.1,48,0.38,0.302057033
1300,2.1,48,0.4,0.638272592
1300,2.1,48,0.42,0.560049117
1300,2.1,48,0.44,0.50337209
1300,2.1,48,0.46,0.466333591
1300,2.1,48,0.48,0.446942698
1300,2.1,48,0.5,0.445210918
1300,2.1,50,0.3,0.590538587
1300,2.1,50,0.32,0.558138283
1300,2.1,50,0.34,0.338225227
1300,2.1,50,0.36,0.54903234
1300,2.1,50,0.38,0.579743022
1300,2.1,50,0.4,0.525182693
1300,2.1,50,0.42,0.475994282
1300,2.1,50,0.44,0.436758328
1300,2.1,50,0.46,0.409607
1300,2.1,50,0.48,0.396915575
1300,2.1,50,0.5,0.402833497
1300,2.2,30,0.3,0.976835027
1300,2.2,30,0.32,0.936599531
1300,2.2,30,0.34,0.866855795
1300,2.2,30,0.36,0.786344648
1300,2.2,30,0.38,0.709115549
1300,2.2,30,0.4,0.644452155
1300,2.2,30,0.42,0.59778556
1300,2.2,30,0.44,0.57275466
1300,2.2,30,0.46,0.572385468
1300,2.2,30,0.48,0.60112729
1300,2.2,30,0.5,0.661441511
1300,2.2,32,0.3,0.972462004
1300,2.2,32,0.32,0.932897361
1300,2.2,32,0.34,0.863916442
1300,2.2,32,0.36,0.784249048
1300,2.2,32,0.38,0.707947577
1300,2.2,32,0.4,0.644289608
1300,2.2,32,0.42,0.598702983
1300,2.2,32,0.44,0.574880532
1300,2.2,32,0.46,0.576017695
1300,2.2,32,0.48,0.607095886
1300,2.2,32,0.5,0.672036081
1300,2.2,34,0.3,0.956964376
1300,2.2,34,0.32,0.917809755
1300,2.2,34,0.34,0.849370626
1300,2.2,34,0.36,0.770264721
1300,2.2,34,0.38,0.694483647
1300,2.2,34,0.4,0.631263978
1300,2.2,34,0.42,0.586016488
1300,2.2,34,0.44,0.562512346
1300,2.2,34,0.46,0.564279587
1300,2.2,34,0.48,0.597324082
1300,2.2,34,0.5,0.664462866
1300,2.2,36,0.3,0.931397524
1300,2.2,36,0.32,0.892266153
1300,2.2,36,0.34,0.823990571
1300,2.2,36,0.36,0.744970965
